,,,,Overall,,,,,,,PP,,SH,,Defense,
Mitch Marner,VGK,RW,81,24,56,80,17,24,165,2,5,19,0,1,24,46
Tomas Hertl,VGK,C,82,24,34,58,-17,39,202,4,13,12,0,0,114,45
Will Smith,SJS,C,69,24,35,59,1,16,166,5,8,9,0,0,16,12
Lawson Crouse,UTA,LW,81,24,20,44,20,46,141,4,1,0,1,1,212,52
Logan Cooley,UTA,C,54,24,19,43,3,28,102,3,6,4,2,0,54,27
Rickard Rakell,PIT,RW,60,24,24,48,-2,8,166,1,7,9,1,1,71,43
Alexis Lafreniere,NYR,LW,82,24,33,57,-7,20,164,5,9,6,0,0,84,42
Matthew Schaefer,NYI,D,82,23,36,59,13,38,222,4,8,10,0,0,40,111
Shane Pinto,OTT,C,72,23,23,46,6,42,157,2,5,0,2,2,94,50
Kiefer Sherwood,SJS,LW,72,23,13,36,-20,50,172,3,7,5,1,0,339,30
Jake DeBrusk,VAN,LW,81,23,19,42,-31,12,219,1,19,5,0,0,66,34
Matthew Knies,TOR,LW,79,23,43,66,-30,29,140,2,6,10,1,0,152,32
Anthony Cirelli,TBL,C,71,23,29,52,38,48,125,3,3,1,2,2,50,47
Ivan Barbashev,VGK,LW,82,23,38,61,20,14,133,3,2,4,0,0,137,37
Ryan Hartman,MIN,RW,76,23,20,43,-1,48,167,4,6,1,0,0,64,95
Beckett Sennecke,ANA,RW,82,23,37,60,-12,62,197,2,1,12,1,0,97,24
Vladimir Tarasenko,FA,RW,75,23,24,47,-11,10,148,4,5,8,0,0,60,33
Chris Kreider,ANA,LW,75,22,28,50,-4,34,139,3,8,9,0,0,69,20
Zach Werenski,CBJ,D,75,22,59,81,7,18,260,2,4,17,0,1,30,94
Jackson Blake,CAR,RW,81,22,31,53,4,40,174,3,3,9,0,0,13,34
Morgan Frost,CGY,C,82,22,21,43,-16,28,140,3,8,8,0,0,59,39
Oliver Kapanen,MTL,C,82,22,15,37,4,22,131,2,1,0,1,2,32,68
Jesper Bratt,NJD,LW,82,22,49,71,-11,12,178,4,5,15,1,1,74,24
Brady Tkachuk,FLA,LW,60,22,37,59,4,71,221,3,5,15,1,0,162,19
Mikko Rantanen,DAL,RW,64,22,55,77,0,93,139,1,6,28,0,0,48,30
Dylan Holloway,STL,C,59,22,29,51,13,20,162,2,4,4,0,0,129,41
Brock Boeser,VAN,RW,75,22,26,48,-48,8,166,3,6,13,1,0,54,26
Darren Raddysh,TOR,D,73,22,48,70,21,72,212,6,10,16,0,0,67,69
Emil Heineman,NYI,LW,82,22,9,31,-13,18,174,1,4,0,0,0,247,54
Egor Chinakhov,PIT,RW,72,21,21,42,-2,10,140,4,2,4,0,0,49,31
Jack Roslovic,TOR,RW,69,21,15,36,-9,16,141,5,4,2,0,0,46,27
Jimmy Snuggerud,STL,RW,70,21,30,51,16,18,169,5,5,4,0,0,71,39
Collin Graf,SJS,RW,81,21,25,46,6,12,118,4,0,1,2,1,88,48
Evan Bouchard,EDM,D,82,21,74,95,25,30,221,5,7,26,0,2,29,101
Alex Laferriere,LAK,RW,82,21,23,44,3,18,209,3,3,2,2,0,255,49
Logan Stankoven,CAR,C,81,21,23,44,12,25,166,3,4,5,0,0,50,22
Artturi Lehkonen,COL,LW,70,21,27,48,32,16,153,0,1,1,0,0,45,33
Parker Kelly,COL,C,82,21,14,35,18,30,104,2,0,0,1,0,177,58
Cale Makar,COL,D,75,20,59,79,32,24,199,4,4,25,0,0,35,118
Charlie Coyle,CBJ,C,82,20,38,58,3,14,144,3,7,6,0,0,111,53
Jordan Staal,CAR,C,75,20,16,36,5,29,107,4,4,0,0,1,166,48
Joel Farabee,CGY,LW,82,20,18,38,-9,28,142,2,1,2,4,1,49,52
Jack Quinn,BUF,C,82,20,31,51,4,18,191,4,4,7,0,0,52,25
Blake Coleman,MIN,C,69,20,15,35,12,49,176,3,0,1,4,0,152,48
Dawson Mercer,NJD,C,82,20,22,42,-2,33,158,1,4,3,3,0,33,47
Mavrik Bourque,NSH,C,82,20,21,41,6,22,147,1,1,4,0,0,78,21
Ryan Nugent-Hopkins,EDM,C,72,20,36,56,-9,21,133,2,11,18,0,1,25,31
Jared McCann,SEA,LW,52,20,20,40,-7,11,117,2,7,6,0,0,40,25
Matty Beniers,SEA,C,82,20,30,50,-8,23,149,1,6,5,0,0,31,69
Pavel Buchnevich,STL,LW,81,20,28,48,-10,26,142,4,4,11,0,0,30,40
Matvei Michkov,PHI,RW,81,20,31,51,0,71,163,3,4,8,0,0,33,19
Will Cuylle,NYR,LW,82,20,18,38,-12,65,157,1,4,4,0,0,302,68
Ryan Leonard,WSH,RW,75,20,25,45,2,47,153,3,4,10,0,0,124,25
Dylan Strome,WSH,C,80,19,39,58,2,46,143,2,6,15,0,0,11,53
Simon Holmstrom,NYI,RW,79,19,22,41,4,16,100,5,1,3,2,2,16,45
Evgeni Malkin,PIT,C,56,19,42,61,13,61,148,3,4,18,0,0,24,17
Tyler Toffoli,SJS,RW,79,19,30,49,-12,10,172,2,6,9,0,0,48,31
Mason Marchment,SJS,LW,68,19,26,45,17,56,119,3,3,4,0,0,84,28
Anders Lee,UTA,LW,82,19,23,42,0,44,199,4,5,3,0,0,91,37
Vasily Podkolzin,EDM,RW,82,19,18,37,16,63,139,5,1,2,0,0,242,52
Ivan Demidov,MTL,RW,82,19,43,62,3,34,127,4,7,13,0,0,28,26
Cody Glass,NJD,C,70,19,7,26,3,39,104,3,1,1,0,0,42,39
Mathew Barzal,NYI,C,81,19,53,72,10,61,184,4,2,18,0,0,29,50
Joel Eriksson Ek,MIN,C,70,19,32,51,16,32,194,3,7,9,0,0,106,34
Rasmus Dahlin,BUF,D,77,19,55,74,18,76,194,0,6,16,0,0,67,79
Mikael Granlund,ANA,C,58,19,22,41,-9,18,117,2,8,4,0,0,32,41
Troy Terry,ANA,RW,61,19,38,57,11,14,161,3,1,11,2,2,2,16
Matthew Coronato,CGY,LW,80,18,27,45,-29,32,197,3,7,8,0,0,23,23
Taylor Hall,CAR,LW,80,18,30,48,6,44,137,1,3,4,0,0,53,30
Kevin Fiala,LAK,LW,56,18,22,40,-11,34,147,2,4,13,0,0,39,24
Brayden Schenn,NYI,C,80,18,21,39,-28,68,119,2,4,5,0,0,180,41
Connor Brown,NJD,RW,75,18,25,43,-1,22,116,1,4,4,2,0,25,37
Matt Savoie,EDM,C,82,18,19,37,6,24,138,5,5,2,2,0,14,37
Anton Lundell,FLA,C,64,18,26,44,-8,34,138,3,4,11,2,2,75,35
Ilya Mikheyev,TBL,RW,77,18,18,36,2,18,123,2,0,0,1,2,31,23
Brayden Point,TBL,C,63,18,32,50,12,14,129,0,6,5,0,0,8,23
Alexander Wennberg,SJS,C,80,18,37,55,-25,18,93,3,8,7,0,1,28,93
Noah Cates,PHI,LW,82,18,29,47,26,44,132,4,3,6,1,0,102,51
Christian Dvorak,PHI,C,80,18,33,51,11,27,151,2,3,2,0,1,38,52
Jordan Kyrou,WSH,RW,72,18,28,46,-5,8,173,2,4,10,0,0,14,28
Drew O'Connor,VAN,C,82,17,12,29,-12,47,136,2,0,0,2,1,77,26
Fabian Zetterlund,OTT,LW,82,17,16,33,-1,16,132,3,5,3,0,0,155,32
J.T. Miller,NYR,C,68,17,36,53,-30,33,144,5,6,13,0,1,123,34
Justin Brazeau,PIT,LW,64,17,17,34,5,14,104,4,3,2,0,0,90,44
Adam Gaudette,SJS,C,66,17,8,25,-9,20,96,3,3,3,0,0,53,33
Ben Kindel,PIT,C,77,17,18,35,-5,18,151,4,4,6,1,1,30,58
Mason McTavish,STL,C,75,17,24,41,-15,42,146,3,6,5,0,0,95,33
Rasmus Andersson,VGK,D,81,17,30,47,4,71,178,0,6,7,1,0,37,150
Corey Perry,LAK,RW,72,17,20,37,0,81,113,2,5,8,0,0,30,20
Matthew Wood,NSH,RW,71,17,13,30,-3,14,103,1,4,4,1,0,53,25
Jean-Gabriel Pageau,NYI,C,74,17,18,35,0,4,81,4,0,1,3,4,115,51
Mikael Backlund,CGY,C,82,17,26,43,7,16,186,3,1,2,1,4,23,28
Valeri Nichushkin,CBJ,LW,72,17,32,49,9,26,160,1,1,3,1,0,55,27
Dmitri Voronkov,CBJ,C,63,17,15,32,-1,59,110,1,7,2,0,0,105,27
A.J. Greer,ANA,LW,78,17,15,32,14,113,104,2,1,0,0,0,203,29
Elias Lindholm,BOS,C,69,17,31,48,-7,38,114,3,7,13,0,0,41,59
Fraser Minten,BOS,C,82,17,18,35,21,20,116,2,1,2,0,1,142,51
Reilly Smith,FA,RW,69,16,10,26,-9,4,95,3,1,0,1,0,25,13
Nazem Kadri,COL,C,77,16,34,50,-30,30,213,2,5,14,0,0,50,30
Patrick Kane,CHI,RW,67,16,41,57,-1,16,169,4,2,17,0,0,21,24
Matt Duchene,DAL,C,57,16,29,45,-3,8,89,4,5,9,0,0,29,23
Justin Faulk,DET,D,78,16,24,40,-8,42,148,3,2,7,0,1,70,132
Chandler Stephenson,SEA,C,80,16,33,49,-24,14,93,3,6,10,0,2,20,56
Michael Carcone,UTA,C,79,16,15,31,4,22,147,0,3,1,0,0,147,16
Nicholas Robertson,PIT,LW,78,16,16,32,-13,10,127,1,2,2,0,0,75,36
Thomas Novak,PIT,C,82,16,26,42,1,24,130,2,5,2,0,0,12,34
Vincent Trocheck,UTA,C,67,16,37,53,-16,64,114,1,2,14,2,0,193,49
Anthony Beauvillier,WSH,LW,82,15,13,28,7,30,155,4,1,0,0,1,93,48
Justin Sourdif,WSH,C,78,15,20,35,17,35,108,1,3,0,0,0,98,40
Erik Karlsson,PIT,D,75,15,51,66,8,22,176,0,4,22,0,0,20,64
Michael Amadio,OTT,C,81,15,20,35,13,18,96,2,0,0,0,1,105,51
William Eklund,OTT,LW,78,15,38,53,-31,32,176,1,3,13,0,0,72,51
Elias Pettersson,VAN,C,74,15,36,51,-30,20,132,0,4,18,1,0,67,108
Linus Karlsson,VAN,C,79,15,20,35,-28,42,116,1,2,2,0,0,83,22
Jake Neighbours,STL,LW,69,15,21,36,-7,43,86,2,1,6,0,0,152,36
Jamie Benn,DAL,C,60,15,21,36,8,53,72,3,2,4,0,0,79,23
Roope Hintz,DAL,C,53,15,29,44,16,18,126,1,6,13,0,0,60,18
Mats Zuccarello,LAK,RW,59,15,39,54,-5,20,122,5,6,15,0,0,16,26
Brock Faber,MIN,D,80,15,36,51,18,39,173,1,1,10,1,1,33,148
Bobby Brink,MIN,RW,68,15,15,30,-7,24,104,3,3,4,0,0,80,39
Yegor Sharangovich,CGY,LW,78,15,14,29,-20,12,142,1,4,3,1,0,21,31
Mathieu Olivier,CBJ,RW,61,15,11,26,13,101,93,3,0,0,0,0,209,42
Frank Nazar,CHI,C,66,15,26,41,-21,26,138,3,4,8,1,0,37,43
Ryan Donato,CHI,C,82,15,15,30,-16,46,122,2,1,1,0,0,78,21
James van Riemsdyk,FA,LW,72,15,16,31,-17,14,99,1,7,4,0,0,15,28
Marcus Johansson,FA,LW,75,15,34,49,18,12,106,4,3,6,0,1,34,20
Marat Khusnutdinov,BOS,C,77,15,18,33,12,16,78,1,0,1,0,0,42,39
Casey Mittelstadt,BOS,C,71,15,27,42,12,12,80,2,2,5,0,0,23,21
Alex Killorn,ANA,C,82,15,18,33,-2,40,148,2,3,2,0,1,70,30
Ryan McLeod,BUF,C,81,14,40,54,25,16,90,1,0,7,5,1,16,34
Michael Bunting,FA,LW,74,14,19,33,-24,20,126,1,6,4,0,0,45,25
Teuvo Teravainen,CHI,LW,75,14,21,35,-30,6,89,2,7,12,1,0,21,43
Gabriel Landeskog,COL,LW,60,14,21,35,29,47,132,2,2,3,0,0,86,32
Josh Anderson,MTL,RW,72,14,9,23,-4,90,89,1,0,0,2,2,129,43
Erik Haula,LAK,C,81,14,24,38,-15,64,127,1,4,8,1,1,118,51
Justin Hryckowian,DAL,C,81,14,16,30,1,43,83,1,2,3,0,0,119,44
Connor McMichael,STL,C,78,14,32,46,8,30,142,5,2,3,0,1,45,45
John Carlson,TBL,D,71,14,46,60,9,32,153,1,2,12,0,0,26,106
Jake Sanderson,OTT,D,67,14,40,54,16,8,147,3,5,17,0,0,29,128
Claude Giroux,OTT,C,82,14,35,49,20,22,138,3,1,12,0,0,65,27
Matias Maccelli,NYI,LW,71,14,25,39,-23,16,90,2,2,6,0,0,24,17
Vladislav Gavrikov,NYR,D,82,14,21,35,-8,50,119,1,3,3,0,1,50,104
Connor Dewar,PIT,C,78,14,16,30,16,19,110,2,0,0,1,1,144,46
Josh Morrissey,WPG,D,77,14,41,55,6,30,146,2,2,14,0,0,36,118
Alex Iafallo,WPG,C,79,13,16,29,3,14,114,3,2,3,0,1,120,56
Boone Jenner,WSH,LW,67,13,25,38,3,44,132,3,1,2,0,1,147,66
Max Sasson,VAN,C,66,13,6,19,-13,26,62,0,0,1,0,0,30,36
Andrei Kuzmenko,PIT,LW,52,13,12,25,-4,16,69,3,8,5,0,0,18,14
Tyson Foerster,PHI,RW,29,13,4,17,8,22,61,2,3,1,0,0,27,25
Calum Ritchie,NYI,C,65,13,17,30,-14,22,79,4,5,6,0,0,17,34
Ridly Greig,OTT,C,77,13,22,35,12,83,129,2,1,2,1,0,96,52
Noel Acciari,PHI,C,67,13,12,25,14,25,93,1,0,0,0,0,65,62
Warren Foegele,OTT,LW,68,13,4,17,0,18,105,5,1,0,0,0,74,19
Pius Suter,STL,LW,64,13,16,29,13,20,95,2,1,3,1,1,41,24
Kaapo Kakko,SEA,RW,65,13,27,40,14,14,78,2,2,6,0,0,30,12
Kailer Yamamoto,UTA,LW,59,13,10,23,11,14,60,2,0,0,0,0,47,20
Emmitt Finnie,DET,LW,82,13,17,30,-10,6,120,1,4,4,0,0,131,41
Victor Olofsson,VGK,LW,78,13,18,31,5,6,147,4,2,5,0,0,18,21
Matthew Tkachuk,FLA,LW,31,13,21,34,-6,48,88,1,4,9,0,0,29,7
Scott Laughton,LAK,C,64,13,7,20,-5,31,95,2,1,1,2,0,121,42
Joel Armia,LAK,RW,67,13,12,25,1,30,92,1,1,0,4,1,74,40
Trevor Moore,LAK,LW,69,13,19,32,0,8,159,2,0,1,1,1,57,36
Alex Newhook,MTL,C,42,13,12,25,9,10,61,2,2,1,0,0,48,17
Arseny Gritsyuk,NJD,LW,66,13,18,31,-3,26,149,0,2,3,0,0,58,18
Roman Josi,NSH,D,68,13,42,55,-15,30,181,3,4,20,0,0,24,101
Denton Mateychuk,CBJ,D,75,13,18,31,12,8,88,0,1,2,0,0,26,92
Sean Monahan,CBJ,C,78,13,23,36,-1,12,131,3,1,9,2,0,46,34
Shayne Gostisbehere,CAR,D,55,13,37,50,11,22,116,1,6,12,0,0,29,63
Zach Benson,BUF,LW,65,13,30,43,27,42,116,4,1,4,1,1,40,22
David Perron,FA,RW,65,13,15,28,-7,40,93,1,3,5,0,0,90,23
Evander Kane,FA,LW,71,13,18,31,-20,92,171,1,2,4,0,0,111,28
Mattias Samuelsson,BUF,D,78,13,28,41,41,28,109,3,0,0,1,2,132,154
Josh Norris,BUF,C,44,13,21,34,11,28,69,3,2,7,0,0,24,27
Peyton Krebs,BUF,C,82,12,27,39,13,78,93,4,0,1,0,0,201,41
Mark Kastelic,BOS,C,82,12,10,22,6,140,100,4,0,1,1,0,215,64
Anze Kopitar,FA,C,67,12,26,38,19,10,101,1,5,7,0,0,33,61
Eeli Tolvanen,FA,LW,78,12,24,36,-18,30,141,0,5,9,0,0,187,81
Jordan Martinook,CAR,LW,77,12,17,29,6,35,109,3,0,0,3,0,112,50
Eric Robinson,CAR,LW,67,12,6,18,7,8,84,3,0,0,0,1,90,13
Connor Zary,CGY,C,74,12,13,25,-9,22,110,3,2,5,0,0,45,17
Conor Garland,CBJ,RW,71,12,21,33,-21,34,137,1,2,8,1,0,45,32
Ryan Greene,CHI,C,81,12,17,29,-14,14,109,1,1,3,1,0,50,37
Brent Burns,COL,D,82,12,23,35,33,32,172,5,0,1,0,0,20,91
Jonathan Marchessault,NSH,LW,62,12,19,31,-18,30,132,1,4,4,0,0,75,9
Dougie Hamilton,NJD,D,77,12,27,39,-2,50,203,3,4,10,0,0,87,77
Luke Evangelista,NSH,RW,81,12,44,56,1,28,176,1,1,16,0,0,21,21
Noah Dobson,MTL,D,80,12,35,47,5,34,158,1,2,5,0,1,62,188
Jake Evans,MTL,LW,68,12,12,24,-8,28,75,2,0,0,2,0,89,50
Lane Hutson,MTL,D,82,12,66,78,36,34,124,3,2,18,0,0,31,137
Zachary Bolduc,MTL,C,78,12,18,30,-6,28,101,3,3,3,0,0,170,43
Danila Yurov,MIN,RW,73,12,15,27,-7,28,80,2,1,2,0,0,62,43
Brett Howden,VGK,C,58,12,10,22,-9,41,66,1,0,3,0,0,100,19
Sam Steel,DAL,C,73,12,21,33,3,24,82,5,1,2,0,0,79,29
Max Domi,TOR,C,80,12,24,36,-29,95,118,3,2,6,0,0,37,35
Mackie Samoskevich,SEA,C,77,12,20,32,-5,30,161,1,4,6,0,0,136,33
Shane Wright,SEA,C,74,12,15,27,6,10,97,2,2,4,0,0,51,59
Dalibor Dvorsky,STL,C,71,12,9,21,-6,26,93,0,5,2,0,0,77,24
Sean Couturier,PHI,C,78,12,24,36,-5,30,119,2,0,1,0,0,100,42
Gabe Perreault,NYR,RW,49,12,15,27,0,10,73,3,3,3,0,0,25,22
Oliver Bjorkstrand,NYR,RW,80,12,20,32,-14,16,130,1,9,5,0,0,85,39
Anthony Duclair,NYI,LW,62,12,15,27,0,12,74,2,4,2,0,0,9,42
Marco Rossi,VAN,C,50,12,23,35,-26,10,66,2,3,11,0,0,47,30
Ethen Frank,WSH,LW,62,12,12,24,8,18,91,0,2,2,0,0,53,45
Cole Perfetti,WPG,LW,68,12,20,32,-9,20,136,3,3,3,0,0,54,33
Morgan Barron,WPG,LW,65,11,12,23,5,31,93,2,0,0,2,0,132,40
Andre Burakovsky,OTT,LW,75,11,22,33,-32,16,87,1,3,7,0,0,18,35
Travis Sanheim,PHI,D,81,11,26,37,12,20,95,1,1,2,1,2,46,152
Pontus Holmberg,TBL,LW,70,11,11,22,1,31,90,2,0,0,0,0,66,31
Brandon Montour,SEA,D,64,11,21,32,-21,45,174,3,2,6,0,0,75,78
Vince Dunn,SEA,D,81,11,33,44,-24,54,179,3,2,19,0,0,27,86
Morgan Rielly,TOR,D,78,11,25,36,-18,29,141,2,1,5,0,0,35,114
Gage Goncalves,TBL,C,74,11,22,33,26,41,77,2,0,2,0,0,85,29
Easton Cowan,TOR,LW,66,11,18,29,-5,45,92,1,2,4,0,0,72,32
J.T. Compher,DET,C,82,11,17,28,-13,27,95,1,0,1,0,0,22,54
Eetu Luostarinen,FLA,LW,73,11,22,33,4,32,107,0,1,0,0,1,121,57
Evan Rodrigues,NJD,C,69,11,20,31,-16,38,160,0,1,4,1,0,63,26
Jaden Schwartz,COL,LW,50,11,15,26,5,8,82,2,2,1,1,0,32,42
Bowen Byram,CHI,D,82,11,31,42,15,48,109,5,1,6,0,1,50,93
Simon Nemec,CGY,D,68,11,15,26,-11,26,101,3,1,1,0,0,23,104
Alexander Nikishin,CAR,D,81,11,22,33,18,33,122,1,4,6,1,0,132,94
Mark Jankowski,CAR,C,68,11,10,21,7,16,63,3,0,2,0,0,45,45
Noah Ostlund,BUF,C,60,11,16,27,11,14,60,1,2,4,0,0,5,30
Jonathan Toews,FA,C,82,11,18,29,-20,38,105,1,5,3,0,0,17,34
Charlie McAvoy,BOS,D,69,11,50,61,13,62,111,1,2,21,0,0,79,129
Ryan Poehling,ANA,C,75,11,25,36,8,12,94,2,0,1,2,2,44,86
Jackson LaCombe,ANA,D,82,10,48,58,-2,19,157,0,3,14,1,1,74,128
John Klingberg,FA,D,56,10,17,27,-13,24,79,2,5,4,0,0,46,62
Jonathan Huberdeau,CGY,LW,50,10,15,25,-9,41,83,2,3,4,0,0,30,30
Nick Lardis,CHI,LW,41,10,5,15,-18,10,57,0,2,1,0,0,57,12
Casey Cizikas,NYI,C,81,10,8,18,-3,20,80,0,0,0,1,1,153,57
Jack Drury,NSH,C,82,10,17,27,15,31,99,0,0,0,0,0,46,56
Shea Theodore,VGK,D,70,10,29,39,19,24,130,3,2,3,0,0,2,87
Moritz Seider,DET,D,82,10,50,60,15,57,187,2,3,25,0,0,128,180
Mikhail Sergachev,UTA,D,78,10,49,59,2,44,159,1,5,21,0,2,38,125
Barrett Hayton,UTA,C,67,10,15,25,3,54,119,1,4,2,0,0,34,29
