,,,,Overall,,,,,,,PP,,SH,,Defense,
Patrick Kane,CHI,RW,61,27,37,64,10,10,186,5,6,16,0,0,22,14
James van Riemsdyk,PHI,LW,82,27,29,56,-33,43,248,4,9,10,1,0,83,29
Mike Hoffman,MON,LW,79,27,21,48,16,14,199,4,1,2,0,0,40,33
Marian Gaborik,FA,RW,69,27,20,47,7,16,174,2,11,7,0,0,39,6
Michael Cammalleri,FA,LW,68,27,15,42,2,28,156,8,9,2,2,0,30,17
Tomas Plekanec,FA,C,82,26,34,60,8,46,248,5,7,9,3,1,47,55
Pavel Datsyuk,FA,C,63,26,39,65,12,8,165,5,8,16,0,0,51,28
David Backes,FA,RW,80,26,32,58,7,104,183,3,10,6,0,0,227,87
Blake Wheeler,WPG,RW,79,26,35,61,26,73,244,6,2,10,4,1,128,54
Ryan Johansen,NSH,C,82,26,45,71,-6,40,202,0,7,19,2,0,84,33
Mark Stone,VGK,RW,80,26,38,64,21,14,157,6,5,8,1,0,49,53
Filip Forsberg,NSH,RW,82,26,37,63,15,24,237,6,6,13,0,0,108,28
Anders Lee,NYI,C,76,25,16,41,9,33,197,6,5,1,0,0,169,29
Patric Hornqvist,FLA,RW,64,25,26,51,12,38,220,4,6,9,0,0,87,33
Claude Giroux,OTT,C,81,25,48,73,-3,36,279,4,14,23,0,0,110,28
Ryan Getzlaf,FA,C,77,25,45,70,15,62,191,6,3,10,0,2,100,95
Phil Kessel,VGK,RW,82,25,36,61,-34,30,280,4,8,17,0,0,18,13
Bryan Little,ARI,C,70,24,28,52,8,24,148,3,9,9,1,0,56,32
Ryan Callahan,FA,RW,77,24,30,54,9,41,191,4,10,6,0,0,184,46
Andrew Ladd,ARI,LW,81,24,38,62,9,72,224,6,9,10,0,1,212,38
Alexander Steen,FA,LW,74,24,40,64,8,33,223,5,8,16,0,0,32,37
Kyle Turris,FA,C,82,24,40,64,5,36,215,6,4,12,1,0,48,40
Brad Marchand,BOS,LW,77,24,18,42,5,95,180,5,2,0,2,1,72,28
Jordan Eberle,SEA,RW,81,24,39,63,-16,24,183,2,6,15,0,0,62,36
Nino Niederreiter,NSH,RW,80,24,13,37,2,28,149,5,6,2,1,0,155,32
Nick Bjugstad,ARI,C,72,24,19,43,-7,38,207,3,7,5,0,0,148,29
Johnny Gaudreau,CLS,LW,80,24,40,64,11,14,167,4,8,13,0,0,14,27
Brendan Gallagher,MON,RW,82,24,23,47,18,31,254,6,3,5,0,0,48,49
Ryan Nugent-Hopkins,EDM,LW,76,24,32,56,-12,25,189,2,2,12,0,1,92,37
Gabriel Landeskog,COL,LW,82,23,36,59,-2,79,214,2,8,9,0,0,169,73
Craig Smith,BOS,RW,82,23,21,44,11,44,252,4,6,3,0,0,77,17
Brandon Saad,STL,LW,82,23,29,52,7,12,203,6,2,8,0,0,53,29
Tyler Toffoli,CGY,RW,76,23,26,49,25,37,200,3,3,2,5,1,86,11
Tyler Bozak,FA,C,82,23,26,49,-34,44,154,3,12,6,2,0,83,46
Oliver Ekman-Larsson,VAN,D,82,23,20,43,-18,40,264,7,10,10,1,0,167,77
Justin Abdelkader,FA,LW,71,23,21,44,3,72,154,5,8,6,0,0,153,28
Eric Staal,FLA,C,77,23,31,54,-13,41,244,4,7,10,0,0,65,27
Patrice Bergeron,BOS,C,81,23,32,55,2,44,234,4,4,10,1,1,57,60
James Neal,FA,RW,67,23,14,37,12,57,221,6,3,1,0,0,71,30
Loui Eriksson,FA,RW,81,22,25,47,1,14,169,4,6,5,0,1,29,23
Marian Hossa,FA,RW,82,22,39,61,17,32,247,2,6,11,1,0,62,26
Alex Tanguay,FA,LW,80,22,33,55,-1,40,104,4,2,12,1,0,45,39
Matt Beleskey,FA,LW,65,22,10,32,13,39,145,8,4,0,0,0,159,25
Jakub Voracek,CLS,LW,82,22,59,81,1,78,221,3,11,22,0,0,55,28
Brandon Pirri,FA,C,49,22,2,24,6,14,143,4,7,0,0,0,39,13
Cam Atkinson,PHI,RW,78,22,18,40,-2,22,212,7,7,3,1,0,55,39
Jason Zucker,PIT,LW,51,21,5,26,-9,18,124,3,1,0,1,0,67,13
Michael Raffl,FA,LW,67,21,7,28,6,34,134,2,2,0,1,0,172,46
Brandon Sutter,FA,C,80,21,12,33,6,14,180,4,3,2,4,0,86,48
Erik Karlsson,SJ,D,82,21,45,66,7,42,292,3,6,24,0,0,93,89
Chris Kreider,NYR,LW,80,21,25,46,24,88,180,5,7,1,0,0,162,17
Matt Duchene,NSH,C,82,21,34,55,3,16,207,4,2,5,0,0,43,74
Martin St. Louis,FA,RW,74,21,31,52,12,20,144,1,5,8,0,0,13,37
Erik Cole,FA,RW,68,21,18,39,2,14,122,0,3,6,1,0,134,20
Thomas Vanek,FA,LW,80,21,31,52,-6,37,171,2,5,12,0,0,32,13
Troy Brouwer,FA,RW,82,21,22,43,11,53,145,3,8,6,2,0,206,39
Ryan Kesler,FA,C,81,20,27,47,-5,75,205,4,5,6,1,2,169,69
Daniel Sedin,FA,LW,82,20,56,76,5,18,226,5,4,21,0,0,21,16
Marcus Johansson,WAS,LW,82,20,27,47,6,10,138,1,3,12,0,0,69,18
Tyler Ennis,FA,LW,78,20,26,46,-19,37,185,2,6,11,1,0,87,35
Colin Wilson,FA,LW,77,20,22,42,19,22,172,5,3,4,0,0,52,33
Alex Galchenyuk,COL,RW,80,20,26,46,8,39,163,1,3,9,0,0,91,44
Brock Nelson,NYI,C,82,20,22,42,6,24,190,3,10,5,0,0,99,52
Mika Zibanejad,NYR,C,80,20,26,46,0,20,150,0,4,10,0,0,149,26
Michael Frolik,FA,LW,82,19,23,42,4,18,206,4,3,4,3,0,63,41
Joel Ward,FA,RW,82,19,15,34,-4,30,138,4,6,5,0,0,53,38
Jimmy Hayes,FA,RW,72,19,16,35,-4,20,166,3,4,7,0,0,147,12
Cody Eakin,FA,C,78,19,21,40,-1,26,142,6,2,2,2,1,62,59
Mike Fisher,FA,C,59,19,20,39,4,39,111,1,7,3,1,0,125,60
Patrick Marleau,FA,LW,82,19,38,57,-17,12,233,4,7,17,0,0,85,28
Eric Fehr,FA,RW,75,19,14,33,8,20,142,4,1,0,1,0,84,47
Derick Brassard,OTT,C,80,19,41,60,9,34,168,3,6,12,0,0,106,13
Benoit Pouliot,FA,LW,58,19,15,34,-1,28,105,3,4,3,1,0,71,31
T.J. Oshie,WAS,RW,72,19,36,55,17,51,162,4,3,10,0,0,99,39
Alex Burrows,FA,RW,70,18,15,33,0,68,145,3,4,4,1,0,73,33
Kyle Okposo,BUF,RW,60,18,33,51,-8,12,195,2,6,12,0,0,53,23
Nicklas Backstrom,WAS,C,82,18,60,78,5,40,153,3,3,30,0,0,91,52
Drew Stafford,FA,RW,76,18,25,43,-12,47,147,1,4,5,0,1,81,15
Bobby Ryan,FA,RW,78,18,36,54,5,24,221,5,4,10,0,0,110,33
Dustin Byfuglien,FA,D,69,18,27,45,5,124,209,3,5,12,0,1,203,59
Henrik Sedin,FA,C,82,18,55,73,11,22,101,0,5,20,0,0,25,24
Justin Williams,FA,RW,81,18,23,41,8,29,174,2,4,9,0,0,29,24
Jason Pominville,FA,RW,82,18,36,54,9,8,252,4,3,11,0,0,44,32
Jeff Skinner,BUF,LW,77,18,13,31,-24,18,235,2,4,3,0,0,47,12
Nazem Kadri,CGY,C,73,18,21,39,-7,28,176,1,3,4,1,0,118,23
Brayden Schenn,STL,C,82,18,29,47,-5,34,156,6,7,12,0,0,199,38
Shawn Matthias,FA,C,78,18,9,27,-3,16,132,0,1,0,0,1,66,33
Mathieu Perreault,FA,C,62,18,23,41,7,38,129,2,5,7,0,0,78,13
Milan Lucic,CGY,LW,81,18,26,44,13,81,141,4,2,6,0,0,259,23
David Perron,DET,RW,81,17,24,41,-25,62,196,2,3,6,0,0,171,21
Ryan O'Reilly,STL,C,82,17,38,55,-5,12,171,1,2,10,1,1,38,48
Henrik Zetterberg,FA,LW,77,17,49,66,-6,32,227,3,4,24,0,0,55,26
Jason Spezza,FA,C,82,17,45,62,-7,28,204,1,4,22,0,0,16,26
Jaromir Jagr,FA,RW,77,17,30,47,-3,48,169,5,4,7,0,0,30,14
Chris Kunitz,FA,LW,74,17,23,40,2,56,170,5,9,7,1,0,211,29
Brent Burns,CAR,D,82,17,43,60,-9,65,245,2,7,17,0,0,148,124
Mark Arcobello,FA,RW,77,17,14,31,-10,20,129,2,1,3,0,1,111,27
Carl Hagelin,WAS,LW,82,17,18,35,18,46,185,4,1,0,0,1,85,36
Ryan Strome,ANH,C,81,17,33,50,23,47,179,2,1,7,1,0,92,21
Kevin Hayes,PHI,C,79,17,28,45,15,22,111,1,1,4,1,0,57,33
Elias Lindholm,CGY,RW,81,17,22,39,-23,14,170,4,4,11,0,0,106,30
Aleksander Barkov,FLA,C,71,16,20,36,-4,16,123,3,3,4,0,0,35,35
Ondrej Palat,NJ,LW,75,16,47,63,31,24,139,5,3,8,1,1,124,50
Derek Stepan,CAR,C,68,16,39,55,26,22,155,3,3,7,2,3,36,27
Lance Bouma,LA,C,78,16,18,34,10,54,104,4,0,1,0,1,264,82
Adam Henrique,ANH,C,75,16,27,43,-6,34,127,3,5,11,0,1,59,44
Steve Bernier,NYI,RW,67,16,16,32,2,28,107,2,4,4,0,0,123,47
Clarke MacArthur,FA,LW,62,16,20,36,-6,36,140,5,6,4,0,0,70,17
Blake Comeau,FA,LW,61,16,15,31,6,65,147,5,0,1,0,0,188,11
Anze Kopitar,LA,C,79,16,48,64,-2,10,134,4,6,18,0,0,105,46
Joe Thornton,FA,C,78,16,49,65,-4,30,131,0,4,18,0,0,39,26
Patrick Sharp,FA,LW,68,16,27,43,-8,33,230,2,8,6,0,0,74,15
Trevor Daley,FA,D,68,16,22,38,-13,34,113,2,6,6,2,0,29,123
Jannik Hansen,FA,RW,81,16,17,33,-6,27,145,2,0,0,1,2,80,30
Paul Stastny,CAR,C,74,16,30,46,5,40,143,7,7,8,0,0,22,30
Darren Helm,COL,C,75,15,18,33,7,12,160,1,3,4,2,0,132,25
Lars Eller,WAS,C,77,15,12,27,-6,42,150,7,1,1,0,2,76,37
Sam Gagner,WPG,C,81,15,26,41,-28,28,183,1,6,6,0,0,63,19
Nikolay Kulemin,FA,RW,82,15,16,31,7,21,115,0,0,0,3,1,129,58
Josh Bailey,NYI,LW,70,15,26,41,3,12,140,1,2,2,0,0,66,36
Nick Bonino,SJ,C,75,15,24,39,7,22,149,6,1,4,0,0,31,90
Mats Zuccarello,MIN,RW,78,15,34,49,17,45,154,3,0,6,0,0,120,42
Roman Josi,NSH,D,81,15,40,55,15,26,201,4,3,12,0,3,53,209
Tommy Wingels,FA,RW,75,15,21,36,-7,40,158,1,4,6,1,0,263,55
P.K. Subban,FA,D,82,15,45,60,21,74,170,5,8,13,0,0,97,142
Mike Ribeiro,FA,C,82,15,47,62,11,52,96,3,1,11,0,0,42,19
Andrew Cogliano,COL,LW,82,15,14,29,5,14,134,2,0,0,3,0,139,30
Lee Stempniak,FA,RW,71,15,13,28,8,20,115,3,0,1,0,0,78,23
Shea Weber,VGK,D,78,15,30,45,15,72,237,2,5,10,1,0,166,147
Brian Boyle,FA,C,82,15,9,24,3,54,140,5,0,0,3,0,136,68
Dennis Wideman,FA,D,80,15,41,56,6,34,173,2,6,15,0,0,94,184
Justin Faulk,STL,D,82,15,34,49,-19,30,238,4,7,13,2,0,157,114
Mark Scheifele,WPG,C,82,15,34,49,11,24,170,2,3,10,0,0,100,61
Sean Couturier,PHI,C,82,15,22,37,4,28,148,0,1,5,1,1,72,35
Jonathan Huberdeau,CGY,LW,79,15,39,54,10,38,169,0,0,12,0,0,68,24
Alex Killorn,TB,C,71,15,23,38,8,36,130,5,1,2,1,0,60,21
Andrew Shaw,FA,C,79,15,11,26,-8,67,146,2,5,1,0,0,127,33
Zemgus Girgensons,BUF,C,61,15,15,30,-16,25,115,1,1,3,3,0,127,62
Nail Yakupov,FA,RW,81,14,19,33,-35,18,191,1,5,5,0,0,97,28
Nathan MacKinnon,COL,C,64,14,24,38,-7,34,192,2,3,4,0,0,43,41
Patrick Eaves,FA,RW,47,14,13,27,12,8,91,2,6,3,0,0,69,27
Steve Downie,ARI,RW,72,14,14,28,2,238,104,2,3,2,0,0,108,34
Bryan Bickell,FA,LW,80,14,14,28,5,38,113,3,1,2,0,0,205,13
Jiri Tlusty,FA,LW,72,14,17,31,-18,20,123,0,6,4,0,0,80,37
Kris Versteeg,FA,LW,61,14,20,34,11,35,134,1,2,3,0,0,31,22
Frans Nielsen,FA,C,78,14,29,43,8,12,157,4,4,14,1,2,48,80
Shane Doan,FA,RW,79,14,22,36,-29,65,189,0,5,5,0,0,189,26
Mikko Koivu,FA,C,80,14,34,48,2,38,179,4,4,11,0,0,40,41
Brad Boyes,FA,RW,78,14,24,38,11,20,151,4,5,4,0,0,60,38
Jori Lehtera,FA,C,75,14,30,44,21,48,103,2,2,5,1,1,43,35
Kyle Palmieri,NYI,RW,57,14,15,29,-2,37,112,4,5,6,0,0,97,24
Taylor Hall,BOS,LW,53,14,24,38,-1,40,158,0,3,3,0,0,67,37
Mikkel Boedker,FA,LW,45,14,14,28,-10,6,79,2,3,9,0,0,66,9
David Desharnais,EDM,C,82,14,34,48,22,24,90,4,2,9,0,0,43,49
David Jones,FA,RW,67,14,16,30,-3,18,114,1,2,0,0,0,125,45
Chris Stewart,FA,RW,81,14,22,36,-26,88,155,0,5,5,0,0,110,16
Matt Moulson,FA,LW,77,13,28,41,-11,4,156,2,3,8,0,0,34,49
Matt Calvert,FA,LW,56,13,10,23,1,28,93,3,0,0,0,1,92,20
Dwight King,FA,LW,81,13,13,26,-3,21,127,1,0,1,0,1,124,14
Vernon Fiddler,FA,C,80,13,16,29,-5,34,132,2,3,0,1,1,43,61
Antoine Vermette,FA,C,82,13,25,38,-25,40,109,1,6,8,0,0,80,50
Patrik Elias,FA,LW,69,13,21,34,-20,12,114,1,5,4,0,2,23,25
Brian Gionta,FA,RW,69,13,22,35,-13,18,153,2,3,6,1,0,61,31
Carl Soderberg,FA,C,82,13,31,44,10,26,163,3,5,3,0,0,76,36
Brandon Dubinsky,FA,C,47,13,23,36,11,43,100,1,0,7,1,0,152,11
Milan Michalek,FA,LW,66,13,21,34,3,33,130,1,5,5,1,0,64,40
Curtis Glencross,FA,LW,71,13,22,35,2,45,108,1,4,7,0,0,124,50
Bo Horvat,VAN,C,68,13,12,25,-8,16,93,1,0,0,1,0,70,47
Melker Karlsson,FA,C,53,13,11,24,-3,20,100,2,1,0,0,0,51,26
Tomas Hertl,SJ,LW,82,13,18,31,-5,16,145,4,3,3,0,0,106,33
Reilly Smith,VGK,RW,81,13,27,40,7,20,143,0,1,10,0,0,74,39
Tobias Rieder,FA,RW,72,13,8,21,-19,14,189,1,0,2,3,0,123,37
Jakob Silfverberg,ANH,RW,81,13,26,39,15,24,189,2,2,2,1,2,42,37
Antoine Roussel,FA,LW,80,13,12,25,-20,148,113,1,0,3,0,0,115,71
Dmitrij Jaskin,FA,RW,54,13,5,18,7,16,108,4,3,0,0,0,146,21
Riley Sheahan,FA,C,79,13,23,36,-3,16,123,0,5,6,0,0,21,20
Tyson Barrie,EDM,D,80,12,41,53,5,26,139,0,2,14,0,0,80,90
Sami Vatanen,FA,D,67,12,25,37,5,36,122,1,7,10,1,0,75,123
Torey Krug,STL,D,78,12,27,39,13,20,205,0,2,12,0,0,75,68
Luke Glendening,DAL,C,82,12,6,18,5,34,104,2,1,0,0,0,147,73
Tanner Pearson,VAN,LW,42,12,4,16,14,14,68,3,1,0,0,0,46,9
Cedric Paquette,FA,C,64,12,7,19,4,51,91,3,0,0,2,0,127,58
Josh Jooris,FA,C,60,12,12,24,1,16,89,4,4,1,0,0,59,29
Aaron Ekblad,FLA,D,81,12,27,39,12,32,170,4,6,7,0,0,109,80
Valtteri Filppula,FA,C,82,12,36,48,-14,24,91,0,2,15,0,0,25,29
Erik Johnson,COL,D,47,12,11,23,2,33,115,2,3,3,0,1,93,107
Brad Richards,FA,C,76,12,25,37,3,12,199,3,2,5,0,0,32,27
Chris Higgins,FA,LW,77,12,24,36,8,16,171,1,3,2,0,0,73,34
Derek Roy,FA,C,72,12,20,32,-13,24,113,2,4,3,0,0,32,43
Brett Connolly,FA,RW,55,12,5,17,3,48,83,2,2,1,0,0,90,13
Patrik Berglund,FA,C,77,12,15,27,-2,26,145,0,0,1,0,0,93,26
Mason Raymond,FA,LW,57,12,11,23,-8,8,123,1,0,1,0,0,7,13
Teddy Purcell,FA,RW,82,12,22,34,-33,24,146,0,5,7,0,0,24,19
John Carlson,WAS,D,82,12,43,55,11,28,193,3,3,13,1,0,74,200
Mike Santorelli,FA,C,79,12,21,33,0,14,145,2,0,2,1,1,55,34
Chris Terry,FA,LW,57,11,9,20,-4,14,71,0,3,1,0,0,44,17
Yannick Weber,FA,D,65,11,10,21,4,30,117,1,5,3,0,0,66,62
Kris Letang,PIT,D,69,11,43,54,12,79,197,1,2,22,1,0,131,117
David Savard,MON,D,82,11,25,36,0,71,112,3,3,7,0,0,195,105
Marco Scandella,STL,D,64,11,12,23,8,56,112,4,1,4,0,1,90,100
T.J. Brodie,TOR,D,81,11,30,41,15,30,133,3,3,6,1,2,27,178
Richard Panik,NYI,RW,76,11,6,17,-8,49,87,1,2,0,0,0,101,57
Peter Holland,FA,C,62,11,14,25,0,31,93,3,1,2,1,1,99,21
Francois Beauchemin,FA,D,64,11,12,23,17,48,110,1,2,1,0,1,105,107
Ales Hemsky,FA,RW,76,11,21,32,-8,16,140,1,1,7,0,0,22,35
Shawn Horcoff,FA,C,76,11,18,29,9,27,82,1,4,1,0,0,80,25
John Mitchell,FA,C,68,11,15,26,-9,32,105,1,3,1,1,0,143,56
Mark Giordano,TOR,D,61,11,37,48,13,37,157,2,2,12,1,0,59,128
Travis Zajac,FA,C,74,11,14,25,-3,29,112,0,4,3,2,0,70,35
Dustin Brown,FA,RW,82,11,16,27,-17,26,189,3,1,5,0,0,242,24
Alex Chiasson,FA,RW,76,11,15,26,-5,67,105,1,3,3,0,1,93,20
Adam Lowry,WPG,LW,80,11,12,23,1,46,104,2,0,3,1,0,256,32
Victor Rask,FA,C,80,11,22,33,-14,16,172,2,2,9,0,0,42,36
John Klingberg,ANH,D,65,11,29,40,5,32,98,3,2,10,0,0,54,77
Evgeny Kuznetsov,WAS,C,80,11,26,37,10,24,127,1,4,9,0,0,43,15
Charlie Coyle,BOS,C,82,11,24,35,13,39,120,4,1,2,0,0,137,52
Matt Nieto,SJ,LW,72,10,17,27,-12,20,135,1,1,3,0,1,24,38
J.T. Miller,VAN,C,58,10,13,23,5,23,92,3,2,1,0,0,89,28
Linden Vey,FA,C,75,10,14,24,-3,18,61,2,4,2,0,0,14,9
Dougie Hamilton,NJ,D,72,10,32,42,-3,41,188,2,5,10,0,0,106,53
Jean-Gabriel Pageau,NYI,C,50,10,9,19,4,9,97,2,0,0,2,0,158,20
David Pastrnak,BOS,RW,46,10,17,27,12,8,93,3,2,1,0,0,20,11
Mike Green,FA,D,72,10,35,45,15,34,159,2,1,16,0,0,82,93
David Clarkson,FA,RW,61,10,5,15,-12,106,95,1,1,0,0,0,133,19
Andrei Markov,FA,D,81,10,40,50,22,38,135,1,4,21,0,1,53,173
Joffrey Lupul,FA,LW,55,10,11,21,-10,26,97,1,2,1,0,0,78,20
Jordin Tootoo,FA,RW,68,10,5,15,1,72,75,1,1,0,0,0,127,8
Dominic Moore,FA,C,82,10,17,27,5,28,116,3,0,1,2,0,55,45
Duncan Keith,FA,D,80,10,35,45,12,20,171,2,3,13,0,1,16,113
Nick Leddy,STL,D,78,10,27,37,18,14,120,1,1,11,0,1,73,90
Zack Kassian,ARI,RW,42,10,6,16,-5,81,55,3,1,0,0,0,88,2
Dale Weise,FA,RW,79,10,19,29,21,34,91,1,0,0,0,0,145,34
Evander Kane,EDM,LW,37,10,12,22,-1,56,126,1,4,2,1,2,119,14
Victor Hedman,TB,D,59,10,28,38,12,40,115,2,3,8,0,0,51,110
Jake Muzzin,TOR,D,76,10,31,41,-4,22,173,3,4,10,0,1,186,108
Mikael Backlund,CGY,C,52,10,17,27,4,14,103,2,0,1,2,0,41,32
Michael Del Zotto,FLA,D,64,10,22,32,-5,34,119,4,1,7,1,0,153,128
Nathan Gerbe,FA,LW,78,10,18,28,-14,34,235,2,2,6,0,0,73,23
Jay Beagle,FA,C,62,10,10,20,6,20,84,2,0,0,0,1,73,33
Patrick Maroon,TB,LW,71,9,25,34,-5,82,120,1,1,6,0,0,120,10
Nick Spaling,FA,C,82,9,18,27,-2,26,90,0,1,0,0,0,134,45
Anton Stralman,BOS,D,82,9,30,39,22,26,138,0,2,12,0,0,104,77
Chris VandeVelde,FA,C,72,9,6,15,-6,28,70,0,0,0,0,0,121,46
Kevin Connauton,PHI,D,62,9,12,21,5,35,96,4,0,3,0,0,83,48
Colton Sceviour,FA,RW,71,9,17,26,1,13,113,2,0,4,0,0,77,41
Ryan Ellis,PHI,D,58,9,18,27,8,27,118,0,2,4,0,0,41,74
Casey Cizikas,NYI,C,70,9,9,18,-2,24,90,2,0,1,2,0,144,50
Erik Condra,FA,RW,68,9,14,23,13,30,106,1,0,0,1,1,33,53
Niklas Kronwall,FA,D,80,9,35,44,-4,40,101,1,3,20,0,0,91,106
R.J. Umberger,FA,LW,67,9,6,15,-9,19,96,0,2,0,0,0,114,40
Johnny Boychuk,FA,D,72,9,26,35,15,14,192,1,5,10,0,1,171,149
Sean Bergenheim,FA,LW,56,9,10,19,-2,40,108,2,0,2,0,0,73,13
Stephen Weiss,FA,C,52,9,16,25,-2,16,52,1,3,6,0,0,19,12
Martin Erat,FA,RW,79,9,23,32,-16,48,91,1,3,3,0,0,96,25
Dan Boyle,FA,D,65,9,11,20,18,20,116,3,3,5,0,0,49,79
David Legwand,FA,C,80,9,18,27,1,32,91,0,6,6,0,2,43,25
Kyle Brodziak,FA,C,73,9,11,20,-6,47,86,0,0,0,1,0,56,63
Kevin Klein,FA,D,65,9,17,26,24,25,76,4,0,0,0,0,126,115
Mikhail Grabovski,FA,C,51,9,10,19,3,8,81,2,0,1,0,0,11,19
Trevor Lewis,CGY,C,73,9,16,25,8,14,143,2,0,0,1,0,192,19
Daniel Winnik,FA,LW,79,9,25,34,23,27,97,1,0,0,0,1,124,69
Marc-Edouard Vlasic,SJ,D,70,9,14,23,12,23,98,3,0,3,0,0,51,112
Mark Streit,FA,D,81,9,43,52,-8,36,144,0,4,26,0,0,63,103
Jiri Sekac,FA,RW,69,9,14,23,0,22,85,0,2,1,0,0,75,29
Andre Burakovsky,SEA,LW,53,9,13,22,12,10,65,2,2,1,0,0,22,18
Justin Fontaine,FA,RW,71,9,22,31,13,12,104,2,0,2,0,0,9,27
Vladislav Namestnikov,TB,C,43,9,7,16,1,13,46,3,1,1,0,0,41,13
Boone Jenner,CLS,LW,31,9,8,17,-5,12,83,2,2,3,0,0,102,25
Rickard Rakell,PIT,C,71,9,22,31,6,10,105,1,2,7,0,0,79,22
Jared Spurgeon,MIN,D,66,9,16,25,3,6,128,2,3,3,0,0,48,124
Taylor Beck,FA,LW,62,8,8,16,-4,18,78,3,2,0,0,0,61,23
Ryan Spooner,FA,C,29,8,10,18,2,2,73,1,3,2,0,0,17,5
Matt Read,TOR,RW,80,8,22,30,-4,14,142,2,2,3,0,1,108,55
Ryan Garbutt,FA,RW,67,8,17,25,-9,55,143,2,0,0,1,0,82,48
Marko Dano,FA,C,35,8,13,21,12,14,84,1,0,0,0,0,94,12
Seth Jones,CHI,D,82,8,19,27,3,20,123,0,2,9,1,0,72,90
Rasmus Ristolainen,PHI,D,78,8,12,20,-32,26,121,0,4,5,0,0,118,136
Markus Granlund,FA,C,48,8,10,18,-4,16,65,1,1,1,0,0,44,24
Leo Komarov,FA,LW,62,8,18,26,0,18,84,1,0,1,1,2,250,25
Morgan Rielly,TOR,D,81,8,21,29,-16,14,148,0,1,8,0,0,98,103
Matt Dumba,MIN,D,58,8,8,16,13,23,86,2,2,4,0,0,42,51
Martin Hanzal,FA,C,37,8,16,24,-1,31,85,3,1,3,0,1,105,18
Michael Grabner,FA,RW,34,8,5,13,4,4,63,0,0,0,0,0,62,21
Brent Seabrook,TB,D,82,8,23,31,-3,27,181,2,4,11,0,1,135,141
James Wisniewski,FA,D,69,8,26,34,-13,44,147,2,7,8,0,0,115,81
Jack Johnson,CHI,D,79,8,32,40,-13,44,141,1,3,18,0,0,157,131
Brad Richardson,FA,C,45,8,13,21,0,34,66,1,0,1,1,0,58,20
Vincent Lecavalier,FA,C,57,8,12,20,-7,36,103,0,1,3,0,0,40,15
Zdeno Chara,FA,D,63,8,12,20,0,42,138,0,4,1,0,3,125,99
Daniel Briere,FA,RW,57,8,4,12,-7,18,69,3,0,0,0,0,19,9
Tomas Fleischmann,FA,LW,66,8,19,27,12,12,131,1,0,1,0,0,64,15
Scottie Upshall,FA,LW,63,8,7,15,-8,28,93,2,0,1,0,0,128,27
Jussi Jokinen,FA,LW,81,8,36,44,-2,34,134,0,2,7,0,0,52,50
P.A. Parenteau,FA,RW,56,8,14,22,0,30,97,1,3,1,0,0,32,19
