,,,,Overall,,,,,,,PP,,SH,,Defense,
Mark Stone,VGK,RW,55,21,40,61,26,28,98,8,6,11,1,0,31,33
Mark Scheifele,WPG,C,56,21,42,63,-4,12,126,4,4,13,0,0,31,38
Connor Brown,WAS,RW,56,21,14,35,1,12,123,1,1,3,5,0,22,30
Nikolaj Ehlers,WPG,LW,47,21,25,46,15,15,148,5,6,7,0,0,26,12
Kevin Fiala,LA,LW,50,20,20,40,-2,43,162,5,6,8,0,0,27,13
David Pastrnak,BOS,RW,48,20,28,48,10,24,176,3,6,8,0,0,35,13
Mitch Marner,TOR,RW,55,20,47,67,21,20,156,5,0,14,0,2,23,41
Pavel Buchnevich,STL,LW,54,20,28,48,12,42,120,2,1,7,3,1,49,29
Nathan MacKinnon,COL,C,48,20,45,65,22,37,206,2,8,17,0,0,38,15
Gabriel Landeskog,COL,LW,54,20,32,52,14,34,155,8,9,6,0,0,81,28
Jonathan Huberdeau,CGY,LW,55,20,41,61,12,36,122,1,5,19,0,0,51,11
Nino Niederreiter,NSH,RW,56,20,14,34,20,29,126,4,4,1,0,0,68,17
Chris Kreider,NYR,LW,50,20,10,30,-1,34,102,4,11,3,0,0,115,35
Phil Kessel,VGK,RW,56,20,23,43,-17,12,115,3,4,9,0,0,8,9
Joel Farabee,PHI,LW,55,20,18,38,0,28,122,1,3,4,0,0,48,21
John Tavares,TOR,C,56,19,31,50,12,14,163,2,6,6,0,0,51,28
David Perron,DET,RW,56,19,39,58,6,22,151,2,6,15,0,0,45,25
Johnny Gaudreau,CLS,LW,56,19,30,49,2,6,112,5,7,12,0,0,8,9
Elias Lindholm,CGY,RW,56,19,28,47,10,22,130,4,6,10,0,1,53,34
Bo Horvat,VAN,C,56,19,20,39,-6,23,131,3,7,4,1,0,64,38
Andre Burakovsky,SEA,LW,53,19,25,44,4,10,102,3,4,10,0,0,22,16
Tomas Hertl,SJ,LW,50,19,24,43,1,27,112,2,4,6,1,0,39,39
Joel Eriksson Ek,MIN,C,56,19,11,30,16,20,119,2,0,2,0,0,105,37
Jakub Vrana,DET,RW,50,19,17,36,10,10,100,7,0,5,0,0,29,8
Alex Tuch,BUF,RW,55,18,15,33,16,28,142,3,2,2,0,0,52,36
Frank Vatrano,ANH,LW,56,18,8,26,8,26,158,7,2,2,0,0,69,21
Jonathan Marchessault,VGK,LW,55,18,26,44,19,39,176,4,3,3,0,0,44,14
Carter Verhaeghe,FLA,C,43,18,18,36,24,31,107,3,1,1,1,0,33,14
Oliver Bjorkstrand,SEA,RW,56,18,26,44,-15,23,143,0,2,4,0,0,42,30
Sean Couturier,PHI,C,45,18,23,41,-4,8,120,4,3,7,0,0,34,22
Brock Nelson,NYI,C,56,18,15,33,-5,14,121,4,7,2,0,0,36,26
Andrew Mangiapane,CGY,LW,56,18,14,32,1,24,91,4,2,3,1,0,51,33
Jakob Chychrun,ARI,D,56,18,23,41,-6,42,176,3,5,9,0,0,59,89
Brady Tkachuk,OTT,LW,56,17,19,36,-17,69,220,3,5,5,0,0,248,23
Josh Norris,OTT,C,56,17,18,35,-12,13,96,2,6,8,0,0,72,34
Jason Robertson,DAL,LW,51,17,28,45,13,16,127,3,1,5,0,0,28,13
Drake Batherson,OTT,RW,56,17,17,34,-17,8,111,3,5,10,0,0,102,29
Joonas Donskoi,SEA,RW,51,17,14,31,14,10,86,3,5,3,0,0,14,25
Vincent Trocheck,NYR,C,47,17,26,43,-3,20,123,2,7,11,0,0,107,28
Steven Stamkos,TB,C,38,17,17,34,4,16,91,1,10,5,0,1,38,10
Mike Hoffman,MON,LW,52,17,19,36,2,10,113,3,7,10,0,0,29,12
James van Riemsdyk,PHI,LW,56,17,26,43,2,14,132,1,10,2,0,0,40,16
Logan Couture,SJ,C,53,17,14,31,-11,25,114,2,2,4,1,0,58,39
Jeff Carter,PIT,C,54,17,13,30,3,22,154,1,2,3,0,0,41,30
Dustin Brown,FA,RW,49,17,14,31,-3,18,129,1,9,2,0,0,85,10
Miles Wood,NJ,LW,55,17,8,25,-6,29,127,2,3,0,0,0,38,25
Dominik Kubalik,DET,LW,56,17,21,38,-3,18,156,1,4,10,0,0,57,17
Alexander Wennberg,SEA,C,56,17,12,29,6,8,82,2,3,3,1,0,29,36
Yanni Gourde,SEA,LW,56,17,19,36,10,44,118,4,2,4,0,0,51,21
Josh Anderson,MON,RW,52,17,7,24,-10,38,125,5,1,1,1,0,139,25
Artemi Panarin,NYR,LW,42,17,41,58,14,6,106,1,5,13,0,0,13,7
Pavel Zacha,BOS,C,50,17,18,35,-11,10,103,4,5,6,0,0,42,10
Mathew Barzal,NYI,C,55,17,28,45,15,48,134,1,1,7,0,0,22,13
William Nylander,TOR,C,51,17,25,42,10,16,133,2,4,7,0,0,12,15
Christian Dvorak,MON,LW,56,17,14,31,-11,12,95,4,8,3,1,0,48,45
Darnell Nurse,EDM,D,56,16,20,36,27,57,154,2,1,6,0,0,117,100
Claude Giroux,OTT,C,54,16,27,43,-4,12,120,2,1,10,0,0,32,6
Jordan Staal,CAR,C,53,16,22,38,2,30,103,4,7,7,0,1,135,24
Brayden Schenn,STL,C,56,16,20,36,-2,35,113,2,6,3,0,0,119,35
Jordan Eberle,SEA,RW,55,16,17,33,9,16,128,2,1,4,0,0,30,18
Ryan Nugent-Hopkins,EDM,LW,52,16,19,35,-4,22,135,2,9,11,0,0,26,29
Max Comtois,ANH,LW,55,16,17,33,3,40,94,3,1,3,0,0,93,34
Yegor Sharangovich,NJ,LW,54,16,14,30,-4,4,114,3,2,0,1,0,20,20
Matthew Tkachuk,FLA,LW,56,16,27,43,6,55,151,0,4,11,0,0,132,9
Jesse Puljujarvi,EDM,RW,55,15,10,25,6,16,115,0,2,2,0,0,101,20
Nick Suzuki,MON,C,56,15,26,41,-5,26,110,1,5,8,1,1,70,38
Andrei Svechnikov,CAR,RW,55,15,27,42,1,44,147,1,4,13,0,0,114,18
Cam Atkinson,PHI,RW,56,15,19,34,-16,4,158,2,1,8,4,0,22,30
J.T. Miller,VAN,C,53,15,31,46,-7,43,106,4,3,15,1,0,90,24
Brandon Saad,STL,LW,44,15,9,24,1,12,68,1,2,1,0,0,16,10
Ondrej Palat,NJ,LW,55,15,31,46,1,26,111,6,7,13,0,0,82,43
Alex Killorn,TB,C,56,15,18,33,-1,37,121,1,5,4,0,1,59,12
Zach Hyman,EDM,RW,43,15,18,33,19,28,115,4,3,2,0,0,69,21
Nicklas Backstrom,WAS,C,55,15,38,53,0,14,91,0,5,17,0,0,25,27
Patrick Kane,CHI,RW,56,15,51,66,-7,14,191,3,3,19,0,0,13,15
Blake Wheeler,WPG,RW,50,15,31,46,-17,50,113,2,4,11,0,0,63,30
Anthony Mantha,WAS,RW,56,15,14,29,-14,25,138,0,3,1,0,0,49,27
Andrew Copp,DET,C,55,15,24,39,2,20,115,1,6,6,0,1,67,41
Nick Ritchie,ARI,LW,56,15,11,26,-7,37,121,2,5,4,0,0,102,17
Anthony Beauvillier,NYI,LW,47,15,13,28,15,12,109,5,3,1,0,0,39,13
Roope Hintz,DAL,LW,41,15,28,43,13,4,92,1,6,12,0,0,52,15
Conor Sheary,WAS,LW,53,14,8,22,-1,14,88,1,1,2,0,0,24,20
Adrian Kempe,LA,C,56,14,15,29,-18,28,127,2,4,10,1,0,47,21
Jared McCann,SEA,C,43,14,18,32,17,8,93,3,7,3,0,0,40,17
Chandler Stephenson,VGK,C,51,14,21,35,22,29,83,5,2,3,1,1,43,35
Reilly Smith,VGK,RW,53,14,11,25,10,18,124,1,4,1,2,0,46,20
Patric Hornqvist,FLA,RW,44,14,18,32,-3,39,145,2,8,4,0,0,80,23
Brendan Gallagher,MON,RW,35,14,9,23,10,16,106,2,3,0,0,0,46,12
William Karlsson,VGK,C,56,14,25,39,19,4,111,4,1,7,0,1,29,29
Blake Coleman,CGY,C,55,14,17,31,15,37,122,3,1,0,1,0,109,20
Jean-Gabriel Pageau,NYI,C,54,14,14,28,10,10,81,3,5,3,2,0,111,58
Ryan Strome,ANH,C,56,14,35,49,6,39,128,1,3,15,0,2,22,18
Martin Necas,CAR,C,53,14,27,41,25,10,114,3,4,7,2,2,45,32
Pius Suter,DET,LW,55,14,13,27,-5,14,112,3,1,2,0,0,28,34
Clayton Keller,ARI,C,56,14,21,35,-5,18,124,3,4,6,0,0,20,14
Jordan Kyrou,STL,RW,55,14,21,35,1,12,98,2,0,3,0,0,7,13
Alex Iafallo,LA,C,55,13,17,30,-8,4,118,2,4,4,0,0,26,39
Nils Hoglander,VAN,LW,56,13,14,27,-4,16,118,1,1,0,0,0,26,19
Craig Smith,BOS,RW,54,13,19,32,21,18,132,4,4,2,0,0,66,8
Calle Jarnkrok,TOR,C,49,13,15,28,13,14,91,2,2,6,1,0,30,15
Mikael Granlund,NSH,C,51,13,14,27,-1,14,74,1,5,2,0,0,46,42
Paul Stastny,CAR,C,56,13,16,29,-3,32,101,4,2,6,0,0,38,19
Anze Kopitar,LA,C,56,13,37,50,-7,10,118,4,3,20,0,0,45,37
Evgenii Dadonov,MON,RW,55,13,7,20,-9,4,89,3,0,1,0,0,38,26
Tom Wilson,WAS,RW,47,13,20,33,1,96,83,4,4,4,1,0,105,25
Daniel Sprong,SEA,RW,42,13,7,20,7,12,74,3,0,0,0,0,28,1
Victor Olofsson,BUF,LW,56,13,19,32,-23,6,129,0,7,8,0,0,17,12
Kevin Labanc,SJ,RW,55,12,16,28,-9,31,128,2,0,3,0,0,61,15
Denis Gurianov,DAL,RW,55,12,18,30,0,21,130,2,4,4,0,0,63,12
Jack Roslovic,CLS,RW,48,12,22,34,-11,14,85,1,4,6,0,0,34,22
Timo Meier,SJ,LW,54,12,19,31,-5,22,155,0,2,8,0,0,75,24
Filip Forsberg,NSH,RW,39,12,20,32,-9,16,129,3,3,10,0,0,47,14
Anders Lee,NYI,C,27,12,7,19,11,12,80,3,3,1,0,0,39,13
Kevin Hayes,PHI,C,55,12,19,31,-2,22,127,2,3,6,0,0,60,14
Jeff Petry,PIT,D,55,12,30,42,6,20,128,2,4,11,0,1,97,60
Adam Henrique,ANH,C,45,12,9,21,-8,11,77,2,1,1,0,1,40,32
Colin Blackwell,CHI,C,47,12,10,22,2,15,64,2,3,2,0,0,45,19
Alexis Lafreniere,NYR,LW,56,12,9,21,-7,8,67,4,0,0,0,0,43,11
Tim Stutzle,OTT,LW,53,12,17,29,-18,14,111,2,4,5,0,0,50,15
Patrik Laine,CLS,RW,46,12,12,24,-28,25,82,1,4,3,0,0,36,15
Mason Appleton,WPG,C,56,12,13,25,11,14,88,1,0,0,0,1,61,22
Mathieu Joseph,OTT,RW,56,12,7,19,3,10,59,2,1,1,0,0,82,15
Conor Garland,VAN,RW,49,12,27,39,-3,26,135,1,3,7,0,0,26,19
Oliver Wahlstrom,NYI,RW,44,12,9,21,2,21,94,1,4,6,0,0,57,14
Nico Sturm,SJ,C,50,11,6,17,10,17,64,2,0,0,0,0,48,26
Jack Hughes,NJ,C,56,11,20,31,-3,16,142,1,1,6,0,0,15,15
Eeli Tolvanen,SEA,LW,40,11,11,22,-10,4,65,4,6,6,0,0,78,16
Dillon Dube,CGY,C,51,11,11,22,-1,20,84,0,2,0,0,0,59,14
Mats Zuccarello,MIN,RW,42,11,24,35,9,8,74,0,3,3,0,0,12,19
Marcus Foligno,MIN,LW,39,11,15,26,19,49,40,2,0,0,1,0,109,17
Nazem Kadri,CGY,C,56,11,21,32,-7,34,170,3,3,6,0,0,36,19
Jamie Benn,DAL,C,52,11,24,35,13,33,124,2,3,6,0,0,73,27
Mattias Janmark,EDM,C,56,11,13,24,-12,10,95,0,4,3,1,0,26,14
Adam Erne,DET,RW,45,11,9,20,-1,26,71,0,3,3,0,0,82,16
Travis Konecny,PHI,C,50,11,23,34,-5,26,100,1,4,7,0,0,55,16
Kasperi Kapanen,PIT,RW,40,11,19,30,15,7,68,3,1,3,0,0,41,8
Aaron Ekblad,FLA,D,35,11,11,22,5,33,101,3,6,5,0,0,24,27
Nic Dowd,WAS,C,56,11,4,15,4,31,68,3,0,0,0,0,109,40
Nick Schmaltz,ARI,RW,52,10,22,32,-1,16,105,1,3,4,0,0,15,25
Robby Fabbri,DET,LW,30,10,8,18,3,16,58,5,0,2,0,0,34,17
Sam Bennett,FLA,LW,48,10,17,27,-2,52,106,4,1,2,0,0,108,18
Warren Foegele,EDM,LW,53,10,10,20,4,20,91,1,0,0,0,0,60,12
Viktor Arvidsson,LA,LW,50,10,15,25,9,21,151,2,2,1,0,0,15,33
Michael Bunting,TOR,LW,21,10,3,13,-1,12,38,1,3,0,0,0,28,1
Colin White,FLA,C,45,10,8,18,-6,16,69,0,2,2,0,0,58,18
J.T. Compher,COL,C,48,10,8,18,10,19,47,2,1,1,0,0,32,38
Valeri Nichushkin,COL,LW,55,10,11,21,9,4,98,4,0,1,1,0,65,28
Sean Monahan,MON,C,50,10,18,28,-6,10,98,5,4,5,0,0,49,18
Anthony Duclair,FLA,LW,43,10,22,32,27,18,104,1,1,1,0,1,32,9
Zach Sanford,NSH,LW,52,10,6,16,-13,25,67,3,3,0,1,1,69,44
Andreas Athanasiou,CHI,C,47,10,13,23,-6,27,85,1,0,1,0,0,11,16
Tanner Pearson,VAN,LW,51,10,8,18,-15,26,110,2,2,1,0,1,54,28
John Carlson,WAS,D,52,10,34,44,-5,12,128,1,3,12,0,0,52,69
Milan Lucic,CGY,LW,56,10,13,23,-8,46,74,0,2,0,0,0,139,12
Tomas Tatar,NJ,LW,50,10,20,30,0,8,82,1,2,6,0,0,63,20
Kyle Palmieri,NYI,RW,51,10,11,21,-5,20,115,2,2,4,1,0,62,12
Jason Spezza,FA,C,54,10,20,30,3,6,81,2,1,4,0,0,26,10
Taylor Hall,BOS,LW,53,10,23,33,-6,26,136,1,2,6,0,0,34,15
Nick Bonino,SJ,C,55,10,16,26,0,26,66,2,3,2,0,0,11,50
Adam Lowry,WPG,LW,52,10,14,24,6,13,80,3,0,2,1,0,161,30
Victor Rask,FA,C,54,10,13,23,1,2,53,1,1,5,0,0,21,10
Rocco Grimaldi,FA,C,40,10,3,13,-3,4,62,2,0,0,1,0,20,9
Dougie Hamilton,NJ,D,55,10,32,42,20,35,180,2,2,16,1,0,52,64
Trevor Moore,LA,LW,56,10,13,23,-5,18,88,0,1,1,2,0,38,10
Luke Kunin,SJ,C,38,10,9,19,3,13,71,2,0,0,0,0,84,20
Gabriel Vilardi,LA,C,54,10,13,23,-8,6,65,3,3,1,0,0,18,19
Elias Pettersson,VAN,C,26,10,11,21,0,6,63,1,4,1,0,1,11,9
Casey Mittelstadt,BUF,C,41,10,12,22,-10,10,61,2,3,3,1,1,9,12
Dominik Kahun,FA,C,48,9,6,15,-3,2,69,2,0,1,0,0,13,12
Kaapo Kakko,NYR,RW,48,9,8,17,3,10,81,0,2,1,0,0,14,16
Michael McLeod,NJ,C,52,9,6,15,-12,42,60,2,0,0,0,0,89,20
Pierre-Luc Dubois,WPG,C,46,9,12,21,-8,38,76,3,1,5,0,0,59,26
Anthony Cirelli,TB,C,50,9,13,22,0,10,75,3,1,3,2,0,64,32
Brandon Hagel,TB,LW,52,9,15,24,-7,11,91,2,0,3,0,1,59,28
Ross Colton,TB,LW,30,9,3,12,3,16,46,4,0,0,0,0,36,6
Zach Aston-Reese,TOR,C,45,9,6,15,10,15,79,0,0,0,1,0,95,24
Jonas Brodin,MIN,D,53,9,14,23,2,18,79,2,1,1,0,0,35,99
Rickard Rakell,PIT,C,52,9,19,28,-14,12,144,1,0,4,0,0,65,16
Evgeny Kuznetsov,WAS,C,41,9,20,29,7,18,78,4,1,7,0,0,21,18
Jason Zucker,PIT,LW,38,9,9,18,-8,21,67,1,1,3,0,0,69,15
Corey Perry,TB,RW,49,9,12,21,-4,39,62,1,1,6,0,0,56,15
Brandon Sutter,FA,C,43,9,3,12,-9,2,65,0,0,0,2,0,18,28
Mark Giordano,TOR,D,56,9,17,26,5,14,142,2,4,4,0,0,51,110
Victor Hedman,TB,D,54,9,36,45,5,28,136,2,1,23,0,0,51,73
Mikael Backlund,CGY,C,54,9,23,32,-7,30,144,1,0,6,1,1,43,21
Mathieu Perreault,FA,C,56,9,10,19,6,16,57,0,2,2,0,0,84,18
Jakub Voracek,CLS,LW,53,9,34,43,-12,18,104,2,0,8,0,0,17,20
Alec Martinez,VGK,D,53,9,23,32,26,12,85,2,3,6,0,0,44,168
Scott Laughton,PHI,C,53,9,11,20,13,39,89,1,0,0,1,0,141,34
Alex Chiasson,FA,RW,45,9,7,16,-10,33,65,1,5,2,0,0,40,7
Shayne Gostisbehere,ARI,D,41,9,11,20,-2,6,85,0,5,4,0,0,18,47
Erik Haula,NJ,C,51,9,12,21,4,14,85,2,1,2,2,0,63,23
Max Domi,CHI,C,54,9,15,24,-18,75,99,2,2,1,0,0,15,10
Dylan Strome,WAS,C,40,9,8,17,-16,14,71,1,4,3,0,0,8,19
Devon Toews,COL,D,53,9,22,31,29,16,121,2,2,4,0,0,44,87
Dylan Larkin,DET,C,44,9,14,23,-14,34,134,0,1,5,0,0,38,17
Pierre-Edouard Bellemare,TB,C,53,9,2,11,6,21,60,0,0,0,0,0,26,36
Tomas Nosek,BOS,LW,38,8,10,18,7,10,59,2,0,1,0,0,51,18
Oskar Lindblom,SJ,LW,50,8,6,14,-9,9,58,1,0,0,0,0,43,24
Sammy Blais,NYR,LW,36,8,7,15,0,12,31,2,0,0,0,0,103,10
Shea Theodore,VGK,D,53,8,34,42,28,14,161,0,0,15,0,0,22,43
Brock McGinn,PIT,LW,37,8,5,13,0,6,58,1,0,0,1,0,44,12
Alex Kerfoot,TOR,C,56,8,15,23,2,12,68,1,0,2,1,0,41,34
Ryan Dzingel,CAR,C,40,8,5,13,-5,21,48,0,2,1,0,0,44,10
Colton Sissons,NSH,RW,54,8,7,15,2,18,58,0,0,0,1,1,74,27
Drew Doughty,LA,D,56,8,26,34,-14,26,101,0,6,12,0,1,91,83
Josh Bailey,NYI,LW,54,8,27,35,12,4,77,1,0,9,0,0,13,19
Erik Karlsson,SJ,D,52,8,14,22,-18,18,110,1,3,5,0,1,20,69
Lars Eller,WAS,C,44,8,15,23,-1,21,69,2,0,4,0,0,36,16
David Krejci,BOS,C,51,8,36,44,16,16,83,1,3,13,0,0,25,26
Derick Brassard,OTT,C,53,8,12,20,-10,12,67,1,4,2,0,0,80,5
Evgeni Malkin,PIT,C,33,8,20,28,-4,24,72,0,4,5,0,0,18,12
Travis Zajac,FA,C,46,8,12,20,-1,6,50,2,0,1,0,0,51,22
Johan Larsson,FA,C,52,8,6,14,-13,24,58,2,0,0,0,0,77,34
Dmitry Orlov,WAS,D,51,8,14,22,16,20,83,2,0,2,0,0,87,50
Tyler Johnson,CHI,C,55,8,14,22,-1,16,77,1,2,1,0,0,63,15
Jaden Schwartz,SEA,LW,40,8,13,21,2,20,71,1,1,2,0,0,40,26
Roman Josi,NSH,D,48,8,25,33,-11,20,141,3,1,13,0,1,27,83
Vladislav Namestnikov,TB,C,53,8,9,17,-5,24,87,0,0,0,0,0,71,35
Tyson Barrie,EDM,D,56,8,40,48,5,10,146,2,4,19,0,0,26,59
Jakob Silfverberg,ANH,RW,47,8,8,16,-17,18,91,0,2,1,1,0,19,26
Boone Jenner,CLS,LW,41,8,9,17,-9,6,79,0,1,0,1,0,76,53
Miro Heiskanen,DAL,D,55,8,19,27,-9,12,121,1,3,8,0,0,47,52
Cale Makar,COL,D,44,8,36,44,17,12,104,3,4,18,0,0,49,36
Janne Kuokkanen,FA,LW,50,8,17,25,-11,14,61,1,1,3,0,0,10,19
Rudolfs Balcers,TB,LW,41,8,9,17,-6,16,66,2,0,1,0,0,81,29
Kevin Rooney,CGY,C,54,8,6,14,0,54,62,0,0,0,2,0,110,35
Tage Thompson,BUF,RW,38,8,6,14,-6,17,96,0,2,1,0,0,25,8
Philipp Kurashev,CHI,LW,54,8,8,16,-9,12,65,1,2,3,0,0,32,18
Eric Robinson,CLS,LW,56,8,10,18,6,4,75,2,0,0,1,0,94,16
Filip Chytil,NYR,C,42,8,14,22,9,10,76,0,0,0,0,0,15,19
Kailer Yamamoto,EDM,LW,52,8,13,21,9,26,69,0,1,1,0,1,52,40
Owen Tippett,PHI,RW,45,7,11,18,-5,6,86,2,2,1,0,0,59,5
Jaret Anderson-Dolan,LA,C,34,7,4,11,-9,6,37,2,1,0,0,0,52,20
Alexander Volkov,FA,LW,37,7,6,13,1,6,35,0,0,1,0,0,36,26
Tyson Jost,BUF,C,54,7,10,17,14,24,92,1,0,0,0,0,45,19
Brandon Tanev,SEA,LW,32,7,9,16,12,22,43,0,0,0,1,1,139,33
Ilya Mikheyev,VAN,RW,54,7,10,17,5,6,107,2,0,0,0,1,49,28
Troy Terry,ANH,C,48,7,13,20,-1,18,69,0,0,0,0,0,5,13
Max Jones,ANH,LW,46,7,4,11,-9,36,77,1,2,1,0,0,100,11
Rasmus Asplund,BUF,C,28,7,4,11,1,0,34,2,0,0,0,0,15,3
Jesper Bratt,NJ,LW,46,7,23,30,4,8,101,1,2,6,0,1,31,18
Josh Archibald,PIT,RW,52,7,6,13,2,37,62,0,0,0,0,0,192,35
Joel Armia,MON,RW,41,7,7,14,10,10,73,0,1,0,1,1,86,13
Ryan Johansen,NSH,C,48,7,15,22,0,22,67,0,3,4,0,0,43,16
Jeff Skinner,BUF,LW,53,7,7,14,-11,14,111,0,1,0,0,0,20,12
Jared Spurgeon,MIN,D,54,7,18,25,-2,6,94,0,3,6,0,0,52,102
John Klingberg,ANH,D,53,7,29,36,-15,23,108,1,2,15,0,0,49,52
Justin Faulk,STL,D,56,7,18,25,11,35,117,2,1,4,0,2,127,87
Bobby Ryan,FA,RW,33,7,7,14,-14,27,73,0,1,2,0,0,31,17
Brent Burns,CAR,D,56,7,22,29,-13,36,138,1,2,4,0,1,31,94
Zach Parise,NYI,LW,45,7,11,18,7,6,90,3,0,2,0,0,18,20
Carl Soderberg,FA,C,45,7,10,17,-5,18,61,1,4,1,0,1,66,36
Sam Gagner,WPG,C,42,7,8,15,-4,15,88,1,1,0,0,0,5,14
Kris Letang,PIT,D,55,7,38,45,19,32,132,2,1,14,0,1,92,65
Nick Foligno,BOS,LW,49,7,13,20,2,32,81,0,1,1,0,3,133,37
Wayne Simmonds,TOR,RW,38,7,2,9,-3,45,62,0,3,0,0,0,64,15
Alex Pietrangelo,VGK,D,41,7,16,23,20,16,126,2,0,4,0,1,28,80
Casey Cizikas,NYI,C,56,7,7,14,-2,27,72,3,0,0,0,0,112,25
Teddy Blueger,PIT,C,43,7,15,22,10,16,49,1,0,0,3,0,53,25
Jason Dickinson,CHI,C,51,7,8,15,-2,18,66,2,0,1,0,0,78,49
Ryan Hartman,MIN,RW,51,7,15,22,0,33,74,2,0,3,1,1,55,33
Artturi Lehkonen,COL,LW,47,7,6,13,-2,6,78,0,0,0,2,1,85,23
Curtis Lazar,VAN,C,50,7,6,13,-6,6,55,1,0,0,0,0,99,22
Pierre Engvall,TOR,LW,42,7,5,12,2,16,61,1,0,0,0,0,43,12
Evan Rodrigues,COL,C,35,7,7,14,-3,6,65,1,2,0,0,0,21,10
Ivan Provorov,PHI,D,56,7,19,26,4,28,126,2,0,10,0,0,56,106
Zach Werenski,CLS,D,35,7,13,20,-9,13,79,1,0,5,0,0,21,39
Danton Heinen,PIT,C,43,7,7,14,-9,0,76,1,1,0,0,0,32,30
Brandon Montour,FLA,D,50,7,11,18,-5,40,94,0,0,1,2,0,54,62
Ryan Donato,SEA,C,50,6,14,20,-11,10,104,1,2,4,0,0,50,21
Garnet Hathaway,WAS,RW,56,6,12,18,7,66,62,0,0,0,0,1,179,30
Barclay Goodrow,NYR,LW,55,6,14,20,16,52,72,1,0,0,0,0,111,27
Thomas Chabot,OTT,D,49,6,25,31,-15,36,120,1,1,6,0,0,68,72
Jordan Greenway,MIN,LW,56,6,26,32,5,49,80,0,0,1,0,0,87,28
William Carrier,VGK,LW,52,6,9,15,0,16,65,0,0,0,0,0,131,13
MacKenzie Weegar,CGY,D,54,6,30,36,29,45,101,1,0,3,0,2,118,83
Tyler Motte,OTT,C,24,6,3,9,0,14,40,1,0,0,0,0,100,28
Chris Tierney,FLA,C,55,6,13,19,-12,8,53,3,0,0,0,1,23,32
Luke Glendening,DAL,C,54,6,9,15,3,20,67,1,0,0,0,0,68,57
Radek Faksa,DAL,C,55,6,8,14,-15,30,94,0,1,1,1,0,100,45
Matt Dumba,MIN,D,51,6,15,21,1,46,89,1,1,4,0,0,74,75
Matt Martin,NYI,LW,54,6,5,11,-2,36,68,0,1,1,0,0,181,23
Marcus Johansson,WAS,LW,36,6,8,14,-10,4,46,3,2,4,0,0,12,12
Matt Duchene,NSH,C,34,6,7,13,-12,6,73,0,1,2,0,0,30,10
Tyler Myers,VAN,D,55,6,15,21,-8,51,109,3,0,3,1,1,61,74
Shea Weber,VGK,D,48,6,13,19,-4,33,104,1,4,7,0,0,70,68
Valtteri Filppula,FA,C,38,6,9,15,-1,12,25,1,0,0,0,0,9,15
Tyler Pitlick,STL,C,38,6,5,11,-1,16,56,0,0,1,1,0,81,41
Jesper Fast,CAR,RW,46,6,13,19,-4,14,38,1,1,3,0,0,78,23
Derek Grant,ANH,C,46,6,9,15,-4,25,66,1,0,0,1,0,65,40
Charlie Coyle,BOS,C,51,6,10,16,-4,20,79,2,0,2,1,0,57,24
