,,,,Overall,,,,,,,PP,,SH,,Defense,
Morgan Rielly,TOR,D,82,20,52,72,24,14,223,5,3,18,0,0,61,114
Andreas Johnsson,NJ,LW,73,20,23,43,14,32,130,3,3,3,0,0,60,36
Kasperi Kapanen,PIT,RW,78,20,24,44,12,27,174,3,1,2,2,0,92,19
Alex Tuch,BUF,RW,74,20,32,52,13,8,180,6,3,3,0,0,92,40
Dylan Strome,WAS,C,78,20,37,57,-8,20,145,3,6,10,0,0,13,46
Andrei Svechnikov,CAR,RW,82,20,17,37,0,62,189,3,0,5,0,0,123,26
Jared McCann,SEA,C,78,19,16,35,-1,31,150,2,1,2,4,0,77,51
Anthony Cirelli,TB,C,82,19,20,39,25,34,123,5,0,1,5,1,94,49
Alex Galchenyuk,COL,RW,72,19,22,41,-19,34,159,4,9,12,0,0,62,34
Reilly Smith,VGK,RW,74,19,34,53,13,14,178,1,4,10,1,3,39,33
Andrew Shaw,FA,C,63,19,28,47,17,71,135,3,3,3,0,0,128,36
Ryan Strome,ANH,C,81,19,16,35,-3,64,110,2,4,3,0,0,76,36
Anthony Duclair,FLA,LW,74,19,14,33,-2,14,132,3,7,1,0,0,32,33
Jordan Eberle,SEA,RW,78,19,18,37,-6,17,160,5,7,5,0,0,36,35
Kevin Hayes,PHI,C,71,19,36,55,-2,12,156,2,3,8,2,1,58,15
Brad Richardson,FA,C,66,19,8,27,6,22,128,3,0,0,3,3,63,55
Travis Zajac,FA,C,80,19,27,46,-25,20,120,3,5,7,2,0,66,38
Brian Boyle,FA,C,73,18,6,24,-14,38,123,4,7,2,1,1,145,50
Patric Hornqvist,FLA,RW,69,18,19,37,-3,26,197,2,6,6,0,0,150,34
Bryan Rust,PIT,RW,72,18,17,35,10,24,141,4,0,0,2,2,119,59
Jonathan Drouin,MON,C,81,18,35,53,-8,26,190,3,3,13,0,0,55,23
Tanner Pearson,VAN,LW,80,18,9,27,-15,25,147,1,3,2,0,0,128,41
Rickard Rakell,PIT,C,69,18,25,43,-13,27,194,2,6,7,0,0,82,38
Dougie Hamilton,NJ,D,82,18,21,39,0,54,259,2,2,5,0,0,160,91
Adam Henrique,ANH,C,82,18,24,42,-5,24,122,3,8,5,0,1,78,71
Alex Killorn,TB,C,82,18,22,40,22,45,153,2,2,3,1,1,88,23
Mathew Barzal,NYI,C,82,18,44,62,-5,46,179,3,3,15,0,0,25,56
Anthony Beauvillier,NYI,LW,81,18,10,28,1,8,156,4,1,1,0,0,87,35
Kevin Labanc,SJ,RW,82,17,39,56,-1,36,130,4,2,18,0,0,66,16
Oskar Lindblom,SJ,LW,81,17,16,33,-9,20,162,2,2,1,0,0,68,52
Nico Hischier,NJ,C,69,17,30,47,0,24,160,3,3,8,0,0,53,44
Micheal Ferland,VAN,LW,71,17,23,40,13,58,156,3,6,7,0,0,182,19
Marcus Sorensen,FA,RW,80,17,13,30,10,23,100,1,0,0,1,1,88,29
Jimmy Vesey,NYR,LW,81,17,18,35,-6,21,154,4,1,3,0,0,79,34
Erik Gustafsson,WAS,D,79,17,43,60,-6,34,160,3,4,14,0,0,100,115
Nick Bonino,SJ,C,81,17,18,35,27,18,118,1,3,0,0,1,24,70
Wayne Simmonds,TOR,RW,79,17,13,30,-16,99,157,2,5,3,0,0,137,28
Brayden Schenn,STL,C,72,17,37,54,3,40,159,5,4,8,0,0,111,31
Nick Foligno,BOS,LW,73,17,18,35,12,44,141,2,2,2,0,0,175,51
Mark Giordano,TOR,D,78,17,57,74,39,69,221,2,3,18,4,2,58,144
Valtteri Filppula,FA,C,72,17,14,31,19,16,78,4,0,0,1,0,12,34
Brent Burns,CAR,D,82,16,67,83,13,34,300,6,7,21,1,4,90,105
Thomas Vanek,FA,LW,64,16,20,36,-12,26,108,1,4,7,0,0,38,13
Ilya Kovalchuk,FA,RW,64,16,18,34,-26,10,141,1,4,5,0,0,28,19
Joe Thornton,FA,C,73,16,35,51,8,20,90,4,3,12,0,0,17,14
Patrick Marleau,FA,LW,82,16,21,37,-6,28,161,3,4,6,0,0,74,41
Jason Pominville,FA,RW,73,16,15,31,-4,4,134,3,1,1,0,0,18,20
Michael Frolik,FA,LW,65,16,18,34,24,26,132,4,0,0,2,0,57,22
Kris Letang,PIT,D,65,16,40,56,13,48,206,3,2,17,1,1,116,111
Nazem Kadri,CGY,C,73,16,28,44,-2,43,184,5,4,9,0,0,85,13
Josh Bailey,NYI,LW,82,16,40,56,8,21,126,4,2,12,1,0,19,32
Mikael Granlund,NSH,C,79,16,38,54,-8,24,189,5,2,18,2,0,46,40
Vinnie Hinostroza,BUF,RW,72,16,23,39,-4,14,152,3,3,2,0,0,69,41
J.T. Compher,COL,C,66,16,16,32,-8,31,118,3,4,5,3,0,33,59
Boone Jenner,CLS,LW,77,16,22,38,6,42,170,3,1,2,1,0,158,70
Alex Kerfoot,TOR,C,78,15,27,42,-9,38,116,1,4,12,0,0,22,29
Jordan Martinook,CAR,LW,82,15,10,25,1,38,146,5,0,0,1,0,199,46
Colton Sissons,NSH,RW,75,15,15,30,20,23,111,3,1,1,0,1,109,52
Radek Faksa,DAL,C,81,15,15,30,-3,54,114,1,1,2,1,1,103,65
Derek Stepan,CAR,C,72,15,20,35,-2,14,195,3,1,2,3,0,50,51
Roman Josi,NSH,D,82,15,41,56,9,42,274,4,2,10,0,1,53,144
Paul Byron,MON,C,56,15,16,31,16,17,94,3,0,1,2,1,114,36
Zack Kassian,ARI,RW,79,15,11,26,-6,102,111,3,0,0,1,0,191,15
Bryan Little,ARI,C,82,15,26,41,-12,26,126,5,4,3,0,2,62,29
Artem Anisimov,FA,C,78,15,22,37,-2,14,142,1,1,3,1,0,25,33
Mathieu Perreault,FA,C,82,15,15,30,-1,44,95,3,4,3,0,0,127,25
Bobby Ryan,FA,RW,78,15,27,42,-29,35,160,1,7,9,0,0,77,49
Alex Iafallo,LA,C,82,15,18,33,-17,22,148,2,2,4,0,0,87,54
Jake Virtanen,FA,LW,70,15,10,25,-4,44,154,1,2,0,0,0,154,37
Conor Sheary,WAS,LW,78,14,20,34,-18,12,147,3,4,2,0,0,29,29
Brendan Perlini,FA,LW,68,14,7,21,-17,28,117,0,2,2,0,0,51,22
Ivan Barbashev,STL,LW,80,14,12,26,-4,17,60,1,0,0,2,0,86,31
Thomas Chabot,OTT,D,70,14,41,55,-12,32,185,2,1,15,1,0,71,112
Clayton Keller,ARI,C,82,14,33,47,-21,24,200,5,1,18,0,0,16,21
Daniel Sprong,SEA,RW,63,14,9,23,-16,10,125,3,2,3,0,0,35,14
Colin White,FLA,C,71,14,27,41,-24,24,123,2,5,3,0,0,23,35
Brandon Tanev,SEA,LW,80,14,15,29,9,41,127,0,0,0,2,1,278,81
Shea Weber,VGK,D,58,14,19,33,15,28,166,3,5,1,0,0,129,110
Ryan Getzlaf,FA,C,67,14,34,48,-19,58,133,2,1,10,0,0,150,74
Derick Brassard,OTT,C,70,14,9,23,-19,39,110,0,2,3,0,0,102,15
Kyle Okposo,BUF,RW,78,14,15,29,-9,41,147,2,7,4,0,0,87,27
Richard Panik,NYI,RW,75,14,19,33,-3,44,140,2,0,2,1,0,137,52
Oliver Ekman-Larsson,VAN,D,81,14,30,44,-16,52,176,2,5,14,1,2,162,52
Ryan Johansen,NSH,C,80,14,50,64,7,42,136,6,0,16,1,1,95,23
Nick Bjugstad,ARI,C,64,14,12,26,6,30,154,2,2,4,0,0,126,27
Mark Jankowski,NSH,C,79,14,18,32,6,12,99,1,0,0,5,3,30,56
Oskar Sundqvist,DET,C,74,14,17,31,-1,22,113,2,0,1,1,1,101,31
Josh Leivo,STL,LW,76,14,10,24,5,32,151,2,3,4,0,0,44,23
Joonas Donskoi,SEA,RW,80,14,23,37,10,10,115,4,1,2,0,0,36,36
Tyson Barrie,EDM,D,78,14,45,59,-3,36,218,2,2,23,0,0,48,93
Jared Spurgeon,MIN,D,82,14,29,43,-1,20,152,0,4,7,0,1,91,145
J.T. Miller,VAN,C,75,13,34,47,8,30,108,4,4,16,0,0,115,23
Joel Armia,MON,RW,57,13,10,23,0,14,134,2,2,4,1,0,113,21
Cedric Paquette,FA,C,80,13,4,17,7,80,87,1,0,0,2,0,269,61
Tyler Toffoli,CGY,RW,82,13,21,34,-16,23,226,3,3,2,0,0,39,23
Jeff Petry,PIT,D,82,13,33,46,-5,28,172,4,3,8,0,1,190,123
Marcus Johansson,WAS,LW,58,13,17,30,-16,8,115,1,2,7,0,0,28,24
Alex Pietrangelo,VGK,D,71,13,28,41,2,22,168,2,3,12,0,1,62,139
John Carlson,WAS,D,80,13,57,70,21,34,185,1,3,30,0,0,54,164
Tyler Bozak,FA,C,72,13,25,38,-3,20,141,3,2,6,0,0,52,33
Paul Stastny,CAR,C,50,13,29,42,14,30,103,2,1,3,1,1,35,15
Lars Eller,WAS,C,81,13,23,36,-1,37,163,1,0,3,1,2,69,47
Jeff Carter,PIT,C,76,13,20,33,-20,42,174,1,5,8,1,1,80,30
Mathieu Joseph,OTT,RW,70,13,13,26,5,26,95,1,0,0,0,2,129,14
Conor Garland,VAN,RW,47,13,5,18,1,12,118,2,4,2,0,0,33,17
Nolan Patrick,VGK,C,72,13,18,31,-8,27,115,3,1,1,0,0,72,26
Pavel Zacha,BOS,C,61,13,12,25,-6,15,99,2,4,2,2,1,68,24
Derek Ryan,EDM,C,81,13,25,38,21,24,103,1,2,5,0,4,19,19
Kevin Fiala,LA,LW,83,13,26,39,-23,36,174,2,2,9,0,0,42,20
Aaron Ekblad,FLA,D,82,13,24,37,1,47,180,1,5,5,0,0,114,88
Sam Bennett,FLA,LW,71,13,14,27,-6,93,115,2,4,2,0,0,121,27
Dominik Kahun,FA,C,82,13,24,37,10,6,137,2,1,1,0,0,13,27
Melker Karlsson,FA,C,79,12,4,16,-1,26,79,2,0,0,0,0,67,39
Adrian Kempe,LA,C,81,12,16,28,-10,50,118,2,0,4,0,0,86,21
Brendan Lemieux,LA,LW,63,12,5,17,6,108,67,1,0,0,0,0,129,31
Miro Heiskanen,DAL,D,82,12,21,33,-14,16,182,4,2,6,0,1,34,71
Casey Mittelstadt,BUF,C,77,12,13,25,-19,10,118,1,3,7,0,0,30,16
Austin Wagner,LA,LW,62,12,9,21,2,16,67,0,0,0,0,0,142,9
Jordan Greenway,MIN,LW,81,12,12,24,-12,29,109,0,0,0,0,0,57,40
Vince Dunn,SEA,D,78,12,23,35,14,45,150,4,3,5,0,0,48,68
Drake Caggiula,PIT,LW,55,12,11,23,-5,28,96,2,0,0,1,0,135,26
Troy Brouwer,FA,RW,75,12,9,21,-6,47,86,1,0,0,1,0,177,38
Tyler Ennis,FA,LW,51,12,6,18,-6,2,81,1,2,3,0,0,49,14
Colin Wilson,FA,LW,65,12,15,27,-6,8,104,2,5,2,0,0,55,31
Victor Hedman,TB,D,70,12,42,54,24,44,182,4,2,23,0,1,59,97
Mats Zuccarello,MIN,RW,48,12,28,40,-8,24,104,1,3,12,0,0,57,43
Charlie Coyle,BOS,C,81,12,22,34,-1,20,155,2,1,3,1,0,77,56
Scott Laughton,PHI,C,82,12,20,32,-11,53,130,1,0,0,0,2,146,46
Pontus Aberg,FA,LW,59,12,13,25,-14,20,101,1,3,4,0,0,45,11
Andre Burakovsky,SEA,LW,76,12,13,25,2,14,100,4,1,0,0,0,35,29
Shea Theodore,VGK,D,79,12,25,37,-4,20,202,1,4,5,0,1,27,91
Ryan Hartman,MIN,RW,83,12,14,26,1,74,145,2,0,0,0,0,107,39
Phillip Danault,LA,C,81,12,41,53,17,39,132,1,0,4,0,2,95,60
Chris Wagner,BOS,RW,76,12,7,19,3,51,135,1,0,0,0,0,247,38
Brandon Pirri,FA,C,31,12,6,18,7,6,82,3,3,1,0,0,29,13
Adam Lowry,WPG,LW,78,12,11,23,6,33,105,3,0,0,1,2,223,49
Markus Granlund,FA,C,77,12,10,22,-4,20,123,1,2,1,0,1,46,24
Josh Archibald,PIT,RW,68,12,10,22,1,15,92,1,0,0,0,1,161,39
Matt Dumba,MIN,D,32,12,10,22,-5,21,93,1,6,6,0,0,60,43
Vladislav Namestnikov,TB,C,78,11,20,31,-7,44,119,3,1,2,2,3,140,62
Artturi Lehkonen,COL,LW,82,11,20,31,10,32,176,4,0,0,0,0,120,39
Andrew Copp,DET,C,69,11,14,25,20,6,82,2,0,0,1,0,71,34
Damon Severson,NJ,D,82,11,28,39,-27,58,146,0,3,9,0,1,83,87
Esa Lindell,DAL,D,82,11,21,32,14,33,132,1,4,3,2,0,143,161
Jaden Schwartz,SEA,LW,69,11,25,36,-6,16,183,1,2,3,0,0,61,27
Justin Faulk,STL,D,82,11,24,35,9,47,217,3,6,4,0,0,156,121
Taylor Hall,BOS,LW,33,11,26,37,-6,16,113,3,1,11,0,0,22,29
Matt Calvert,FA,LW,82,11,15,26,-10,58,141,0,1,1,0,2,115,51
Kyle Clifford,TOR,LW,72,11,10,21,4,96,115,2,1,0,0,0,115,24
Magnus Paajarvi,FA,LW,80,11,8,19,-14,6,119,1,0,0,1,1,65,67
Jordan Staal,CAR,C,50,11,17,28,6,26,121,1,0,2,0,0,122,18
Loui Eriksson,FA,RW,81,11,18,29,-11,22,107,2,1,2,0,0,3,28
Tyson Jost,BUF,C,70,11,15,26,-2,14,114,3,4,1,0,0,48,35
Filip Chytil,NYR,C,75,11,12,23,-22,8,133,2,3,4,0,0,29,21
Garnet Hathaway,WAS,RW,76,11,8,19,14,56,77,5,0,0,2,0,200,36
Zach Werenski,CLS,D,82,11,33,44,-12,18,168,1,2,13,0,0,67,89
Lawson Crouse,ARI,LW,81,11,14,25,5,67,131,1,0,0,2,0,288,44
Christian Fischer,ARI,RW,71,11,7,18,-13,27,116,0,0,0,0,0,124,19
Danton Heinen,PIT,C,77,11,23,34,13,16,114,2,1,6,0,0,54,36
Ondrej Kase,CAR,RW,30,11,9,20,0,2,94,2,1,3,0,0,17,11
Jesperi Kotkaniemi,CAR,LW,79,11,23,34,1,26,134,2,1,4,0,0,66,41
Warren Foegele,EDM,LW,77,10,5,15,-17,20,106,3,0,0,0,0,126,19
Lucas Wallmark,FA,C,81,10,18,28,-8,36,131,4,2,5,0,0,82,39
Ryan Donato,SEA,C,56,10,15,25,-15,6,139,1,3,5,0,0,24,21
Alexander Steen,FA,LW,65,10,17,27,2,14,114,0,2,3,1,1,55,50
Frans Nielsen,FA,C,72,10,25,35,-7,14,120,4,0,8,0,1,79,44
Alexander Edler,LA,D,56,10,24,34,3,54,128,2,4,13,0,1,127,166
Patrick Maroon,TB,LW,74,10,18,28,-3,64,118,3,2,9,0,0,135,7
Calle Jarnkrok,TOR,C,79,10,16,26,13,12,106,1,1,1,1,0,56,22
Devin Shore,EDM,C,76,10,19,29,-12,13,82,4,2,3,2,0,94,64
Brock McGinn,PIT,LW,82,10,16,26,10,20,123,0,0,0,1,0,137,38
Colton Parayko,STL,D,80,10,18,28,20,15,176,3,4,4,0,1,127,157
Miles Wood,NJ,LW,63,10,14,24,-10,91,159,1,1,2,0,0,97,27
Darnell Nurse,EDM,D,82,10,31,41,-5,87,196,1,1,8,0,1,162,146
John Klingberg,ANH,D,64,10,35,45,6,12,153,5,5,15,0,0,42,77
Luke Glendening,DAL,C,78,10,13,23,2,15,102,1,0,0,1,2,198,102
Vincent Trocheck,NYR,C,55,10,24,34,-9,54,158,1,3,10,1,0,112,42
Sven Baertschi,FA,LW,26,9,5,14,-9,6,43,0,3,4,0,0,18,13
Antoine Roussel,FA,LW,65,9,22,31,5,118,84,1,0,0,0,0,87,50
Seth Jones,CHI,D,75,9,37,46,1,28,184,4,0,10,0,3,106,133
Nate Schmidt,WPG,D,61,9,21,30,22,8,112,1,1,7,0,0,37,100
Ryan Pulock,NYI,D,82,9,28,37,21,22,180,3,3,6,0,0,143,148
Tyler Motte,OTT,C,74,9,7,16,-12,10,114,1,0,0,2,0,200,52
Shayne Gostisbehere,ARI,D,78,9,28,37,-20,22,180,2,4,10,0,0,46,102
Chris Tierney,FLA,C,81,9,39,48,-22,26,116,1,0,10,0,0,30,54
Oscar Lindberg,FA,C,55,9,11,20,4,28,91,0,0,1,0,0,104,27
Riley Sheahan,FA,C,82,9,10,19,-9,17,110,2,0,0,1,1,72,44
Jake Muzzin,TOR,D,80,9,28,37,21,47,141,1,1,4,0,1,172,134
T.J. Brodie,TOR,D,79,9,25,34,29,24,102,1,1,3,1,0,21,86
Tyler Myers,VAN,D,80,9,22,31,11,63,156,3,0,7,1,1,97,99
Zack Smith,FA,C,70,9,19,28,-6,81,101,1,0,0,1,2,136,27
P.K. Subban,FA,D,63,9,22,31,5,60,168,1,2,8,1,0,56,75
Ryan McDonagh,NSH,D,82,9,37,46,38,34,128,1,0,3,0,3,98,161
Michael Grabner,FA,RW,41,9,7,16,-2,8,65,1,0,0,6,3,28,15
Ryan Reaves,MIN,RW,80,9,11,20,1,74,95,2,3,0,0,0,305,24
Keith Yandle,FA,D,82,9,53,62,-17,50,199,2,7,32,0,0,47,76
Travis Sanheim,PHI,D,82,9,26,35,-4,22,121,2,2,3,0,0,45,133
Nick Ritchie,ARI,LW,60,9,22,31,6,82,96,2,2,7,0,0,123,31
Evan Rodrigues,COL,C,74,9,20,29,-7,25,168,1,2,2,0,3,33,33
Jack Roslovic,CLS,RW,77,9,15,24,-2,4,74,0,5,2,0,0,32,21
Robert Thomas,STL,C,70,9,24,33,-2,14,80,0,3,4,0,0,13,22
Roope Hintz,DAL,LW,58,9,13,22,-11,24,99,3,3,3,0,0,87,36
